time_step,request_id,vnf_chain,total_destinations,destinations_connected,destinations_failed,total_cpu_consumed,total_bw_consumed,total_mem_consumed,actual_cpu_used,actual_bw_used,actual_mem_used,num_used_nodes,num_used_links,avg_cpu_util_per_node,avg_bw_util_per_link,avg_mem_util_per_node,total_hops,avg_hops_per_dest,fully_deployed,partial_deployed,backup_used,backup_levels,failed_nodes,failure_reasons,deployment_time
2,REQ_1,VNF_6->VNF_3->VNF_5,5,5,0,115.0000,70.0000,155.0000,115.0000,70.0000,155.0000,4,10,0.3594,0.0875,0.6458,10,2.00,True,False,False,,,,0.6980
4,REQ_8,VNF_6->VNF_2->VNF_3,5,5,0,135.0000,77.0000,155.0000,135.0000,77.0000,155.0000,4,11,0.4219,0.0875,0.6458,11,2.20,True,False,False,,,,0.0322
7,REQ_22,VNF_8->VNF_1->VNF_2,5,5,0,135.0000,50.0000,65.0000,135.0000,50.0000,65.0000,3,10,0.5625,0.0625,0.3611,10,2.00,True,False,False,,,,0.0205
8,REQ_25,VNF_2->VNF_3->VNF_8,5,5,0,100.0000,75.0000,110.0000,100.0000,75.0000,110.0000,4,15,0.3125,0.0625,0.4583,15,3.00,True,False,False,,,,0.0361
11,REQ_38,VNF_1->VNF_8->VNF_5,5,5,0,125.0000,50.0000,65.0000,125.0000,50.0000,65.0000,4,10,0.3906,0.0625,0.2708,10,2.00,True,False,False,,,,0.0341
12,REQ_42,VNF_6->VNF_5->VNF_2,5,5,0,145.0000,77.0000,145.0000,145.0000,77.0000,145.0000,4,11,0.4531,0.0875,0.6042,11,2.20,True,False,False,,,,0.0305
13,REQ_48,VNF_6->VNF_1->VNF_5,5,5,0,185.0000,112.0000,110.0000,185.0000,112.0000,110.0000,3,14,0.7708,0.1000,0.6111,14,2.80,True,False,False,,,,0.5166
15,REQ_55,VNF_3->VNF_6->VNF_8,5,5,0,110.0000,50.0000,85.0000,110.0000,50.0000,85.0000,4,10,0.3438,0.0625,0.3542,10,2.00,True,False,False,,,,0.2455
16,REQ_61,VNF_5->VNF_2->VNF_4,5,5,0,65.0000,48.0000,90.0000,65.0000,48.0000,90.0000,3,12,0.2708,0.0500,0.5000,12,2.40,True,False,False,,,,0.2507
17,REQ_66,VNF_6->VNF_1->VNF_2,5,5,0,105.0000,44.0000,55.0000,105.0000,44.0000,55.0000,4,11,0.3281,0.0500,0.2292,11,2.20,True,False,False,,,,0.2536
