timestamp,request_id,cpu_utilization,bw_utilization,mem_utilization
2025-12-03T16:58:44.428793,REQ_1,0.0103,0.0078,0.0185
2025-12-03T16:58:44.762556,REQ_1,0.0103,0.0097,0.0185
2025-12-03T16:58:44.762556,REQ_1,0.0103,0.0117,0.0185
2025-12-03T16:58:44.763539,REQ_1,0.0147,0.0175,0.0339
2025-12-03T16:58:44.763539,REQ_1,0.0147,0.0194,0.0339
2025-12-03T16:58:44.808200,REQ_8,0.0250,0.0078,0.0440
2025-12-03T16:58:44.808200,REQ_8,0.0250,0.0097,0.0440
2025-12-03T16:58:44.808200,REQ_8,0.0250,0.0117,0.0440
2025-12-03T16:58:44.809183,REQ_8,0.0295,0.0175,0.0512
2025-12-03T16:58:44.809183,REQ_8,0.0295,0.0214,0.0512
2025-12-03T16:58:44.873048,REQ_22,0.0384,0.0269,0.0536
2025-12-03T16:58:44.874025,REQ_22,0.0384,0.0283,0.0536
2025-12-03T16:58:44.874025,REQ_22,0.0384,0.0283,0.0536
2025-12-03T16:58:44.874025,REQ_22,0.0384,0.0297,0.0536
2025-12-03T16:58:44.874999,REQ_22,0.0415,0.0297,0.0589
2025-12-03T16:58:44.900788,REQ_25,0.0504,0.0189,0.0720
2025-12-03T16:58:44.900788,REQ_25,0.0504,0.0203,0.0720
2025-12-03T16:58:44.901770,REQ_25,0.0518,0.0217,0.0780
2025-12-03T16:58:44.901770,REQ_25,0.0518,0.0272,0.0780
2025-12-03T16:58:44.901770,REQ_25,0.0518,0.0300,0.0780
2025-12-03T16:58:44.974610,REQ_38,0.0629,0.0175,0.0857
2025-12-03T16:58:44.974610,REQ_38,0.0629,0.0189,0.0857
2025-12-03T16:58:44.974610,REQ_38,0.0629,0.0217,0.0857
2025-12-03T16:58:44.976114,REQ_38,0.0719,0.0231,0.0881
2025-12-03T16:58:44.976114,REQ_38,0.0719,0.0258,0.0881
2025-12-03T16:58:45.000121,REQ_42,0.0804,0.0278,0.0982
2025-12-03T16:58:45.000121,REQ_42,0.0804,0.0278,0.0982
2025-12-03T16:58:45.000121,REQ_42,0.0804,0.0278,0.0982
2025-12-03T16:58:45.001098,REQ_42,0.0862,0.0278,0.1012
2025-12-03T16:58:45.001098,REQ_42,0.0862,0.0278,0.1012
2025-12-03T16:58:45.014681,REQ_48,0.0929,0.0272,0.1054
2025-12-03T16:58:45.016188,REQ_48,0.0929,0.0294,0.1054
2025-12-03T16:58:45.509241,REQ_48,0.0960,0.0317,0.1137
2025-12-03T16:58:45.509241,REQ_48,0.0960,0.0428,0.1137
2025-12-03T16:58:45.509241,REQ_48,0.0960,0.0428,0.1137
2025-12-03T16:58:45.558063,REQ_55,0.1058,0.0400,0.1238
2025-12-03T16:58:45.558063,REQ_55,0.1058,0.0400,0.1238
2025-12-03T16:58:45.559045,REQ_55,0.1103,0.0414,0.1256
2025-12-03T16:58:45.559045,REQ_55,0.1103,0.0414,0.1256
2025-12-03T16:58:45.858178,REQ_55,0.1103,0.0414,0.1256
2025-12-03T16:58:45.873028,REQ_61,0.1134,0.0178,0.1321
2025-12-03T16:58:45.873650,REQ_61,0.1134,0.0189,0.1321
2025-12-03T16:58:45.874281,REQ_61,0.1134,0.0200,0.1321
2025-12-03T16:58:46.133033,REQ_61,0.1147,0.0222,0.1345
2025-12-03T16:58:46.134011,REQ_61,0.1147,0.0244,0.1345
2025-12-03T16:58:46.148048,REQ_66,0.1174,0.0267,0.1387
2025-12-03T16:58:46.149026,REQ_66,0.1210,0.0289,0.1393
2025-12-03T16:58:46.396106,REQ_66,0.1210,0.0289,0.1393
2025-12-03T16:58:46.396106,REQ_66,0.1210,0.0300,0.1393
2025-12-03T16:58:46.397089,REQ_66,0.1210,0.0300,0.1393
2025-12-03T16:58:46.448143,REQ_85,0.1281,0.0119,0.1470
2025-12-03T16:58:46.449117,REQ_85,0.1281,0.0161,0.1470
2025-12-03T16:58:46.449117,REQ_85,0.1281,0.0175,0.1470
2025-12-03T16:58:46.697811,REQ_85,0.1281,0.0189,0.1470
2025-12-03T16:58:46.697811,REQ_85,0.1281,0.0217,0.1470
2025-12-03T16:58:46.792888,REQ_111,0.1379,0.0131,0.1554
2025-12-03T16:58:46.792888,REQ_111,0.1379,0.0153,0.1554
2025-12-03T16:58:47.043689,REQ_111,0.1379,0.0219,0.1554
2025-12-03T16:58:47.043689,REQ_111,0.1446,0.0242,0.1589
2025-12-03T16:58:47.044666,REQ_111,0.1446,0.0286,0.1589
2025-12-03T16:58:47.057933,REQ_116,0.1518,0.0286,0.1613
2025-12-03T16:58:47.304018,REQ_116,0.1518,0.0303,0.1613
2025-12-03T16:58:47.304018,REQ_116,0.1558,0.0369,0.1673
2025-12-03T16:58:47.304018,REQ_116,0.1629,0.0369,0.1696
2025-12-03T16:58:47.304995,REQ_116,0.1629,0.0403,0.1696
2025-12-03T16:58:47.561823,REQ_118,0.1701,0.0419,0.1720
2025-12-03T16:58:47.561823,REQ_118,0.1701,0.0419,0.1720
2025-12-03T16:58:47.562801,REQ_118,0.1754,0.0436,0.1732
2025-12-03T16:58:47.562801,REQ_118,0.1777,0.0436,0.1768
2025-12-03T16:58:47.807334,REQ_118,0.1777,0.0436,0.1768
2025-12-03T16:58:47.831104,REQ_123,0.1821,0.0353,0.1786
2025-12-03T16:58:47.831104,REQ_123,0.1821,0.0367,0.1786
2025-12-03T16:58:47.831104,REQ_123,0.1821,0.0367,0.1786
2025-12-03T16:58:48.079255,REQ_123,0.1821,0.0408,0.1786
2025-12-03T16:58:48.079255,REQ_123,0.1821,0.0436,0.1786
2025-12-03T16:58:48.107080,REQ_127,0.1821,0.0436,0.1786
2025-12-03T16:58:48.107080,REQ_127,0.1821,0.0436,0.1786
2025-12-03T16:58:48.353970,REQ_127,0.1821,0.0436,0.1786
2025-12-03T16:58:48.353970,REQ_127,0.1821,0.0436,0.1786
2025-12-03T16:58:48.354947,REQ_127,0.1821,0.0436,0.1786
2025-12-03T16:58:48.368029,REQ_131,0.1839,0.0392,0.1869
2025-12-03T16:58:48.608927,REQ_131,0.1839,0.0392,0.1869
2025-12-03T16:58:48.608927,REQ_131,0.1839,0.0392,0.1869
2025-12-03T16:58:48.609903,REQ_131,0.1839,0.0392,0.1869
2025-12-03T16:58:48.609903,REQ_131,0.1839,0.0392,0.1869
2025-12-03T16:58:48.874767,REQ_141,0.1875,0.0131,0.1875
2025-12-03T16:58:48.876272,REQ_141,0.1875,0.0164,0.1875
2025-12-03T16:58:48.929842,REQ_150,0.1915,0.0192,0.1899
2025-12-03T16:58:49.214011,REQ_150,0.1915,0.0219,0.1899
2025-12-03T16:58:49.248195,REQ_150,0.1946,0.0303,0.1988
2025-12-03T16:58:49.283461,REQ_150,0.1946,0.0303,0.1988
2025-12-03T16:58:49.317091,REQ_150,0.1946,0.0303,0.1988
2025-12-03T16:58:49.592198,REQ_156,0.2022,0.0317,0.2065
2025-12-03T16:58:49.625974,REQ_156,0.2085,0.0344,0.2083
2025-12-03T16:58:49.660887,REQ_156,0.2085,0.0358,0.2083
2025-12-03T16:58:49.694849,REQ_156,0.2085,0.0358,0.2083
2025-12-03T16:58:49.973906,REQ_156,0.2085,0.0358,0.2083
2025-12-03T16:58:50.012769,REQ_159,0.2085,0.0358,0.2083
2025-12-03T16:58:50.050375,REQ_159,0.2085,0.0358,0.2083
2025-12-03T16:58:50.085058,REQ_159,0.2085,0.0358,0.2083
2025-12-03T16:58:50.366042,REQ_159,0.2112,0.0381,0.2125
2025-12-03T16:58:50.401875,REQ_159,0.2112,0.0381,0.2125
2025-12-03T16:58:50.440093,REQ_165,0.2179,0.0367,0.2155
2025-12-03T16:58:50.473993,REQ_165,0.2179,0.0389,0.2155
2025-12-03T16:58:50.759332,REQ_165,0.2179,0.0389,0.2155
2025-12-03T16:58:50.794112,REQ_165,0.2179,0.0389,0.2155
2025-12-03T16:58:50.832141,REQ_165,0.2179,0.0389,0.2155
2025-12-03T16:58:50.876169,REQ_170,0.2179,0.0306,0.2101
2025-12-03T16:58:51.198182,REQ_170,0.2179,0.0306,0.2101
2025-12-03T16:58:51.256058,REQ_170,0.2223,0.0306,0.2119
2025-12-03T16:58:51.307603,REQ_170,0.2223,0.0306,0.2119
2025-12-03T16:58:51.361935,REQ_170,0.2223,0.0306,0.2119
2025-12-03T16:58:51.694107,REQ_177,0.2286,0.0350,0.2250
2025-12-03T16:58:51.733852,REQ_177,0.2317,0.0372,0.2333
2025-12-03T16:58:51.778088,REQ_177,0.2348,0.0394,0.2381
2025-12-03T16:58:51.819619,REQ_177,0.2348,0.0394,0.2381
2025-12-03T16:58:52.131291,REQ_177,0.2348,0.0394,0.2381
2025-12-03T16:58:52.173294,REQ_179,0.2348,0.0372,0.2381
2025-12-03T16:58:52.219230,REQ_179,0.2478,0.0394,0.2458
2025-12-03T16:58:52.260068,REQ_179,0.2478,0.0417,0.2458
2025-12-03T16:58:52.597030,REQ_179,0.2478,0.0417,0.2458
2025-12-03T16:58:52.640127,REQ_179,0.2478,0.0439,0.2458
2025-12-03T16:58:52.686357,REQ_180,0.2478,0.0372,0.2458
2025-12-03T16:58:52.733178,REQ_180,0.2607,0.0372,0.2571
2025-12-03T16:58:53.055193,REQ_180,0.2607,0.0372,0.2571
2025-12-03T16:58:53.092925,REQ_180,0.2607,0.0372,0.2571
2025-12-03T16:58:53.130850,REQ_180,0.2607,0.0372,0.2571
2025-12-03T16:58:53.170065,REQ_185,0.2562,0.0372,0.2554
2025-12-03T16:58:53.475279,REQ_185,0.2562,0.0392,0.2554
2025-12-03T16:58:53.514099,REQ_185,0.2562,0.0392,0.2554
2025-12-03T16:58:53.553035,REQ_185,0.2562,0.0392,0.2554
2025-12-03T16:58:53.590301,REQ_185,0.2647,0.0431,0.2583
2025-12-03T16:58:53.889092,REQ_189,0.2647,0.0319,0.2583
2025-12-03T16:58:53.927222,REQ_189,0.2647,0.0336,0.2583
2025-12-03T16:58:53.966518,REQ_189,0.2647,0.0336,0.2583
2025-12-03T16:58:54.005229,REQ_189,0.2719,0.0353,0.2607
2025-12-03T16:58:54.303154,REQ_189,0.2719,0.0369,0.2607
2025-12-03T16:58:54.340134,REQ_193,0.2634,0.0294,0.2577
2025-12-03T16:58:54.379186,REQ_193,0.2634,0.0306,0.2577
2025-12-03T16:58:54.417034,REQ_193,0.2634,0.0306,0.2577
2025-12-03T16:58:54.711250,REQ_193,0.2661,0.0306,0.2619
2025-12-03T16:58:54.747620,REQ_193,0.2661,0.0306,0.2619
2025-12-03T16:58:54.785077,REQ_196,0.2768,0.0333,0.2643
2025-12-03T16:58:54.821010,REQ_196,0.2768,0.0333,0.2643
2025-12-03T16:58:55.111673,REQ_196,0.2768,0.0333,0.2643
2025-12-03T16:58:55.149235,REQ_196,0.2768,0.0333,0.2643
2025-12-03T16:58:55.187187,REQ_196,0.2768,0.0347,0.2643
2025-12-03T16:58:55.227479,REQ_202,0.2830,0.0347,0.2655
2025-12-03T16:58:55.525472,REQ_202,0.2830,0.0347,0.2655
2025-12-03T16:58:55.562267,REQ_202,0.2830,0.0367,0.2655
2025-12-03T16:58:55.598055,REQ_202,0.2830,0.0367,0.2655
2025-12-03T16:58:55.634762,REQ_202,0.2830,0.0367,0.2655
2025-12-03T16:58:55.933179,REQ_205,0.2804,0.0353,0.2613
2025-12-03T16:58:55.970330,REQ_205,0.2804,0.0353,0.2613
2025-12-03T16:58:56.007357,REQ_205,0.2804,0.0353,0.2613
2025-12-03T16:58:56.045080,REQ_205,0.2804,0.0364,0.2613
2025-12-03T16:58:56.336388,REQ_205,0.2804,0.0364,0.2613
2025-12-03T16:58:56.375251,REQ_208,0.2804,0.0347,0.2613
2025-12-03T16:58:56.412014,REQ_208,0.2804,0.0347,0.2613
2025-12-03T16:58:56.449294,REQ_208,0.2804,0.0347,0.2613
2025-12-03T16:58:56.739096,REQ_208,0.2804,0.0358,0.2613
2025-12-03T16:58:56.775016,REQ_208,0.2804,0.0358,0.2613
2025-12-03T16:58:56.813345,REQ_212,0.2804,0.0342,0.2613
2025-12-03T16:58:56.849176,REQ_212,0.2826,0.0342,0.2649
2025-12-03T16:58:57.145148,REQ_212,0.2826,0.0358,0.2649
2025-12-03T16:58:57.185009,REQ_212,0.2826,0.0358,0.2649
2025-12-03T16:58:57.220998,REQ_212,0.2826,0.0375,0.2649
2025-12-03T16:58:57.259935,REQ_217,0.2826,0.0375,0.2649
2025-12-03T16:58:57.555209,REQ_217,0.2826,0.0375,0.2649
2025-12-03T16:58:57.591010,REQ_217,0.2875,0.0397,0.2667
2025-12-03T16:58:57.628311,REQ_217,0.2875,0.0408,0.2667
2025-12-03T16:58:57.666223,REQ_217,0.2875,0.0408,0.2667
2025-12-03T16:58:57.960228,REQ_224,0.2897,0.0408,0.2702
2025-12-03T16:58:58.002952,REQ_224,0.2897,0.0408,0.2702
2025-12-03T16:58:58.041572,REQ_224,0.2897,0.0408,0.2702
2025-12-03T16:58:58.078541,REQ_224,0.2897,0.0408,0.2702
2025-12-03T16:58:58.370358,REQ_224,0.2897,0.0408,0.2702
2025-12-03T16:58:58.407143,REQ_229,0.2897,0.0386,0.2702
2025-12-03T16:58:58.443875,REQ_229,0.2897,0.0386,0.2702
2025-12-03T16:58:58.480233,REQ_229,0.2897,0.0386,0.2702
2025-12-03T16:58:58.770472,REQ_229,0.2897,0.0386,0.2702
2025-12-03T16:58:58.805158,REQ_229,0.2897,0.0386,0.2702
2025-12-03T16:58:58.843398,REQ_233,0.2897,0.0364,0.2702
2025-12-03T16:58:58.879266,REQ_233,0.2897,0.0364,0.2702
2025-12-03T16:58:59.170901,REQ_233,0.2897,0.0378,0.2702
2025-12-03T16:58:59.208617,REQ_233,0.2897,0.0378,0.2702
2025-12-03T16:58:59.245144,REQ_233,0.2897,0.0378,0.2702
2025-12-03T16:58:59.283393,REQ_236,0.2942,0.0361,0.2774
2025-12-03T16:58:59.851112,REQ_236,0.2942,0.0381,0.2774
2025-12-03T16:58:59.889064,REQ_236,0.2960,0.0419,0.2857
2025-12-03T16:58:59.929057,REQ_236,0.2960,0.0419,0.2857
2025-12-03T16:58:59.966412,REQ_236,0.2960,0.0419,0.2857
2025-12-03T16:59:00.270115,REQ_241,0.2960,0.0419,0.2857
2025-12-03T16:59:00.309236,REQ_241,0.2960,0.0419,0.2857
2025-12-03T16:59:00.349101,REQ_241,0.2960,0.0419,0.2857
2025-12-03T16:59:00.390487,REQ_241,0.2960,0.0419,0.2857
2025-12-03T16:59:00.694452,REQ_241,0.2960,0.0419,0.2857
2025-12-03T16:59:00.734598,REQ_243,0.2960,0.0419,0.2857
2025-12-03T16:59:00.773185,REQ_243,0.2960,0.0419,0.2857
2025-12-03T16:59:00.810525,REQ_243,0.2960,0.0419,0.2857
2025-12-03T16:59:01.107498,REQ_243,0.2960,0.0419,0.2857
2025-12-03T16:59:01.144189,REQ_243,0.2960,0.0419,0.2857
2025-12-03T16:59:01.183174,REQ_246,0.2960,0.0344,0.2857
2025-12-03T16:59:01.220274,REQ_246,0.3018,0.0344,0.2881
2025-12-03T16:59:01.516257,REQ_246,0.3018,0.0344,0.2881
2025-12-03T16:59:01.554609,REQ_246,0.3018,0.0344,0.2881
2025-12-03T16:59:01.591280,REQ_246,0.3018,0.0344,0.2881
2025-12-03T16:59:01.629224,REQ_253,0.3018,0.0314,0.2881
2025-12-03T16:59:01.927181,REQ_253,0.3058,0.0314,0.2905
2025-12-03T16:59:01.963373,REQ_253,0.3058,0.0314,0.2905
2025-12-03T16:59:01.999173,REQ_253,0.3058,0.0314,0.2905
2025-12-03T16:59:02.038321,REQ_253,0.3058,0.0314,0.2905
2025-12-03T16:59:02.336451,REQ_254,0.3000,0.0297,0.2881
2025-12-03T16:59:02.375374,REQ_254,0.3000,0.0297,0.2881
2025-12-03T16:59:02.413168,REQ_254,0.3000,0.0308,0.2881
2025-12-03T16:59:02.450499,REQ_254,0.3000,0.0308,0.2881
2025-12-03T16:59:02.745109,REQ_254,0.3000,0.0308,0.2881
2025-12-03T16:59:02.783037,REQ_258,0.3000,0.0308,0.2881
2025-12-03T16:59:02.820536,REQ_258,0.3058,0.0328,0.2905
2025-12-03T16:59:02.856386,REQ_258,0.3058,0.0328,0.2905
2025-12-03T16:59:03.163213,REQ_258,0.3058,0.0328,0.2905
2025-12-03T16:59:03.199238,REQ_258,0.3058,0.0328,0.2905
2025-12-03T16:59:03.236678,REQ_265,0.3112,0.0378,0.2917
2025-12-03T16:59:03.273086,REQ_265,0.3112,0.0378,0.2917
2025-12-03T16:59:03.568323,REQ_265,0.3112,0.0378,0.2917
2025-12-03T16:59:03.604087,REQ_265,0.3112,0.0394,0.2917
2025-12-03T16:59:03.641264,REQ_265,0.3112,0.0394,0.2917
2025-12-03T16:59:03.682551,REQ_269,0.3112,0.0400,0.2917
2025-12-03T16:59:03.988370,REQ_269,0.3112,0.0417,0.2917
2025-12-03T16:59:04.027504,REQ_269,0.3112,0.0417,0.2917
2025-12-03T16:59:04.065292,REQ_269,0.3112,0.0417,0.2917
2025-12-03T16:59:04.102964,REQ_269,0.3112,0.0417,0.2917
2025-12-03T16:59:04.403472,REQ_274,0.3112,0.0417,0.2917
2025-12-03T16:59:04.441442,REQ_274,0.3112,0.0417,0.2917
2025-12-03T16:59:04.479643,REQ_274,0.3112,0.0417,0.2917
2025-12-03T16:59:04.517257,REQ_274,0.3112,0.0417,0.2917
2025-12-03T16:59:04.820625,REQ_274,0.3112,0.0417,0.2917
2025-12-03T16:59:04.857673,REQ_278,0.3112,0.0417,0.2917
2025-12-03T16:59:04.895085,REQ_278,0.3112,0.0417,0.2917
2025-12-03T16:59:04.931617,REQ_278,0.3112,0.0417,0.2917
2025-12-03T16:59:05.228341,REQ_278,0.3112,0.0417,0.2917
2025-12-03T16:59:05.265338,REQ_278,0.3112,0.0417,0.2917
2025-12-03T16:59:05.303412,REQ_283,0.3112,0.0333,0.2917
2025-12-03T16:59:05.338898,REQ_283,0.3210,0.0356,0.2946
2025-12-03T16:59:05.637422,REQ_283,0.3210,0.0378,0.2946
2025-12-03T16:59:05.674719,REQ_283,0.3210,0.0422,0.2946
2025-12-03T16:59:05.717273,REQ_283,0.3210,0.0422,0.2946
2025-12-03T16:59:05.756295,REQ_290,0.3210,0.0403,0.2946
2025-12-03T16:59:06.063917,REQ_290,0.3210,0.0403,0.2946
2025-12-03T16:59:06.100630,REQ_290,0.3210,0.0403,0.2946
2025-12-03T16:59:06.136553,REQ_290,0.3210,0.0403,0.2946
2025-12-03T16:59:06.186469,REQ_290,0.3210,0.0403,0.2946
2025-12-03T16:59:06.557663,REQ_294,0.3152,0.0386,0.2923
2025-12-03T16:59:06.606325,REQ_294,0.3152,0.0386,0.2923
2025-12-03T16:59:06.655031,REQ_294,0.3152,0.0386,0.2923
2025-12-03T16:59:06.704858,REQ_294,0.3152,0.0386,0.2923
2025-12-03T16:59:07.021989,REQ_294,0.3152,0.0386,0.2923
2025-12-03T16:59:07.061450,REQ_297,0.3183,0.0431,0.2970
2025-12-03T16:59:07.099300,REQ_297,0.3183,0.0453,0.2970
2025-12-03T16:59:07.134936,REQ_297,0.3183,0.0475,0.2970
2025-12-03T16:59:07.430486,REQ_297,0.3183,0.0475,0.2970
2025-12-03T16:59:07.466563,REQ_297,0.3183,0.0475,0.2970
2025-12-03T16:59:07.504566,REQ_303,0.3085,0.0431,0.2940
2025-12-03T16:59:07.541503,REQ_303,0.3085,0.0431,0.2940
2025-12-03T16:59:07.836503,REQ_303,0.3085,0.0450,0.2940
2025-12-03T16:59:07.874206,REQ_303,0.3085,0.0450,0.2940
2025-12-03T16:59:07.913525,REQ_303,0.3085,0.0450,0.2940
2025-12-03T16:59:07.954540,REQ_311,0.3129,0.0339,0.2958
2025-12-03T16:59:08.261281,REQ_311,0.3129,0.0339,0.2958
2025-12-03T16:59:08.299690,REQ_311,0.3129,0.0339,0.2958
2025-12-03T16:59:08.335358,REQ_311,0.3129,0.0339,0.2958
2025-12-03T16:59:08.371642,REQ_311,0.3129,0.0339,0.2958
2025-12-03T16:59:08.666514,REQ_314,0.3129,0.0339,0.2958
2025-12-03T16:59:08.704923,REQ_314,0.3129,0.0339,0.2958
2025-12-03T16:59:08.742582,REQ_314,0.3129,0.0339,0.2958
2025-12-03T16:59:08.779599,REQ_314,0.3129,0.0361,0.2958
2025-12-03T16:59:09.074445,REQ_314,0.3129,0.0361,0.2958
2025-12-03T16:59:09.110631,REQ_318,0.3129,0.0361,0.2958
