time_step,request_id,vnf_chain,total_destinations,destinations_connected,destinations_failed,cpu_consumed,bw_consumed,mem_consumed,total_hops,avg_hops_per_dest,fully_deployed,partial_deployed,backup_used,backup_levels,failed_nodes,failure_reasons,deployment_time
255,REQ_1175,VNF_4->VNF_6->VNF_8,5,5,0,252.0000,84.0000,130.6667,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.5176
256,REQ_1187,VNF_3->VNF_1->VNF_6,5,5,0,237.6667,84.0000,161.0000,12,2.40,True,False,True,"smart_greedy,resource_aware",,,0.4786
257,REQ_1192,VNF_7->VNF_8->VNF_4,5,5,0,266.0000,119.0000,112.0000,17,3.40,True,False,True,"resource_aware,resource_aware",,,0.4788
258,REQ_1196,VNF_3->VNF_8->VNF_1,5,5,0,108.0000,56.0000,66.0000,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.4829
259,REQ_1198,VNF_6->VNF_8->VNF_3,5,5,0,220.0000,91.0000,168.6667,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4754
260,REQ_1209,VNF_1->VNF_4->VNF_5,5,5,0,139.3333,84.0000,120.3333,14,2.80,True,False,True,resource_aware,,,0.4808
261,REQ_1216,VNF_5->VNF_6->VNF_4,5,5,0,141.6667,98.0000,136.0000,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.5404
262,REQ_1217,VNF_1->VNF_6->VNF_2,5,5,0,182.0000,50.0000,98.0000,10,2.00,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.5559
263,REQ_1222,VNF_5->VNF_6->VNF_3,5,5,0,141.6667,80.0000,191.6667,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.5791
264,REQ_1228,VNF_4->VNF_7->VNF_8,5,5,0,322.6667,128.0000,132.0000,16,3.20,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.5624
265,REQ_1232,VNF_4->VNF_1->VNF_8,5,5,0,222.0000,128.0000,90.0000,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.5958
266,REQ_1234,VNF_8->VNF_1->VNF_2,5,5,0,192.0000,78.0000,96.0000,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.5629
267,REQ_1238,VNF_2->VNF_3->VNF_7,5,5,0,160.0000,90.0000,146.6667,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.5770
268,REQ_1245,VNF_6->VNF_2->VNF_3,5,5,0,100.0000,60.0000,120.0000,15,3.00,True,False,True,resource_aware,,,0.4900
269,REQ_1249,VNF_4->VNF_8->VNF_3,5,5,0,171.0000,120.0000,183.6667,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4428
270,REQ_1254,VNF_5->VNF_6->VNF_3,5,5,0,153.0000,136.0000,204.0000,17,3.40,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4360
271,REQ_1259,VNF_1->VNF_4->VNF_2,5,5,0,272.0000,88.0000,192.0000,11,2.20,True,False,True,smart_greedy,,,0.4162
272,REQ_1264,VNF_2->VNF_5->VNF_8,5,5,0,183.3333,90.0000,183.3333,15,3.00,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.6110
273,REQ_1269,VNF_2->VNF_8->VNF_6,5,5,0,322.0000,128.0000,191.6667,16,3.20,True,False,True,"smart_greedy,resource_aware",,,0.4391
274,REQ_1274,VNF_6->VNF_1->VNF_2,5,5,0,112.0000,52.0000,58.6667,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4208
275,REQ_1280,VNF_7->VNF_8->VNF_4,5,5,0,215.3333,112.0000,90.6667,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4512
276,REQ_1281,VNF_1->VNF_5->VNF_4,5,5,0,176.0000,96.0000,152.0000,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4152
277,REQ_1284,VNF_2->VNF_1->VNF_7,5,5,0,196.3333,65.0000,82.3333,13,2.60,True,False,True,resource_aware,,,0.4179
278,REQ_1290,VNF_5->VNF_1->VNF_7,5,5,0,253.0000,90.0000,130.3333,15,3.00,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4293
279,REQ_1296,VNF_4->VNF_1->VNF_3,5,5,0,85.0000,80.0000,80.0000,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4349
280,REQ_1297,VNF_2->VNF_3->VNF_5,5,5,0,120.0000,54.0000,220.0000,9,1.80,True,False,False,,,,0.5503
281,REQ_1302,VNF_4->VNF_6->VNF_2,5,5,0,260.6667,128.0000,214.6667,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.5226
282,REQ_1307,VNF_5->VNF_7->VNF_4,5,5,0,108.0000,60.0000,84.0000,15,3.00,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.5072
283,REQ_1316,VNF_8->VNF_7->VNF_2,5,5,0,245.0000,120.0000,120.0000,15,3.00,True,False,True,"smart_greedy,smart_greedy,smart_greedy,resource_aware,resource_aware",,,0.5042
284,REQ_1317,VNF_4->VNF_2->VNF_1,5,5,0,126.0000,100.0000,90.0000,20,4.00,True,False,True,"resource_aware,resource_aware",,,0.5208
285,REQ_1322,VNF_2->VNF_7->VNF_3,5,5,0,195.0000,64.0000,175.0000,8,1.60,True,False,True,"smart_greedy,smart_greedy,smart_greedy,smart_greedy,smart_greedy",,,0.5400
286,REQ_1325,VNF_6->VNF_7->VNF_3,5,5,0,266.0000,144.0000,171.0000,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.5207
287,REQ_1330,VNF_3->VNF_4->VNF_6,5,5,0,270.0000,112.0000,300.0000,14,2.80,True,False,True,"smart_greedy,resource_aware",,,0.5153
288,REQ_1337,VNF_2->VNF_3->VNF_4,5,5,0,144.0000,96.0000,228.0000,12,2.40,True,False,True,"smart_greedy,resource_aware",,,0.6961
289,REQ_1343,VNF_8->VNF_5->VNF_4,5,5,0,174.0000,144.0000,162.0000,18,3.60,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.5068
290,REQ_1353,VNF_1->VNF_6->VNF_4,5,5,0,126.0000,64.0000,56.0000,16,3.20,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.5266
291,REQ_1357,VNF_5->VNF_3->VNF_8,5,5,0,102.6667,64.0000,124.6667,16,3.20,True,False,True,resource_aware,,,0.5300
292,REQ_1361,VNF_2->VNF_4->VNF_7,5,5,0,268.3333,119.0000,184.0000,17,3.40,True,False,True,"resource_aware,resource_aware",,,0.5490
293,REQ_1368,VNF_8->VNF_5->VNF_2,5,5,0,191.6667,78.0000,191.6667,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.5753
294,REQ_1369,VNF_8->VNF_1->VNF_5,5,5,0,214.6667,84.0000,130.3333,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.5598
295,REQ_1372,VNF_4->VNF_2->VNF_3,5,5,0,120.0000,102.0000,186.6667,17,3.40,True,False,True,"resource_aware,resource_aware",,,0.6110
296,REQ_1375,VNF_2->VNF_1->VNF_5,5,5,0,156.0000,48.0000,138.0000,8,1.60,True,False,True,"resource_aware,resource_aware",,,0.5167
297,REQ_1382,VNF_8->VNF_2->VNF_4,5,5,0,161.0000,60.0000,130.3333,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.5401
298,REQ_1386,VNF_7->VNF_4->VNF_8,5,5,0,224.0000,90.0000,98.0000,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.5339
299,REQ_1390,VNF_7->VNF_2->VNF_3,5,5,0,174.0000,72.0000,156.0000,12,2.40,True,False,True,"smart_greedy,resource_aware",,,0.5122
300,REQ_1394,VNF_1->VNF_4->VNF_3,5,5,0,152.0000,105.0000,145.6667,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.5661
301,REQ_1402,VNF_8->VNF_6->VNF_3,5,5,0,154.0000,55.0000,119.0000,11,2.20,True,False,True,"resource_aware,resource_aware",,,0.5296
302,REQ_1408,VNF_1->VNF_8->VNF_6,5,5,0,222.3333,65.0000,61.3333,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.5287
303,REQ_1414,VNF_4->VNF_5->VNF_2,5,5,0,69.3333,68.0000,96.0000,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.5158
304,REQ_1418,VNF_6->VNF_5->VNF_7,5,5,0,190.0000,147.0000,110.0000,21,4.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.5322
305,REQ_1425,VNF_5->VNF_2->VNF_1,5,5,0,210.0000,91.0000,182.0000,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.5738
306,REQ_1430,VNF_2->VNF_4->VNF_7,5,5,0,245.0000,77.0000,168.0000,11,2.20,True,False,True,"resource_aware,resource_aware",,,0.5428
307,REQ_1432,VNF_8->VNF_7->VNF_6,5,5,0,228.0000,90.0000,72.0000,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.5202
308,REQ_1437,VNF_5->VNF_6->VNF_2,5,5,0,164.3333,40.0000,164.3333,10,2.00,True,False,True,"smart_greedy,resource_aware",,,0.5132
309,REQ_1441,VNF_8->VNF_4->VNF_6,5,5,0,145.6667,70.0000,76.0000,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.5386
310,REQ_1444,VNF_5->VNF_8->VNF_6,5,5,0,120.3333,72.0000,76.0000,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.5732
311,REQ_1446,VNF_2->VNF_1->VNF_7,5,5,0,150.0000,52.0000,66.0000,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.4573
312,REQ_1453,VNF_5->VNF_1->VNF_6,5,5,0,101.3333,52.0000,58.6667,13,2.60,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4425
313,REQ_1455,VNF_7->VNF_8->VNF_4,5,5,0,220.0000,104.0000,90.0000,13,2.60,True,False,True,"smart_greedy,smart_greedy,smart_greedy,smart_greedy,resource_aware",,,0.4175
314,REQ_1459,VNF_2->VNF_1->VNF_4,5,5,0,170.0000,144.0000,120.0000,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.4154
315,REQ_1460,VNF_6->VNF_3->VNF_1,5,5,0,147.3333,64.0000,104.0000,16,3.20,True,False,True,resource_aware,,,0.4499
316,REQ_1463,VNF_5->VNF_7->VNF_2,5,5,0,230.0000,78.0000,191.6667,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4225
317,REQ_1467,VNF_7->VNF_6->VNF_2,5,5,0,326.6667,128.0000,166.6667,16,3.20,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4110
318,REQ_1469,VNF_1->VNF_5->VNF_6,5,5,0,184.0000,85.0000,107.3333,17,3.40,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4169
319,REQ_1471,VNF_4->VNF_7->VNF_1,5,5,0,187.0000,108.0000,68.0000,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.4168
320,REQ_1473,VNF_8->VNF_3->VNF_1,5,5,0,198.3333,112.0000,130.3333,14,2.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4148
321,REQ_1474,VNF_7->VNF_4->VNF_8,5,5,0,253.3333,105.0000,106.6667,15,3.00,True,False,True,resource_aware,,,0.4132
322,REQ_1479,VNF_7->VNF_3->VNF_5,5,5,0,96.3333,60.0000,102.0000,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4149
323,REQ_1489,VNF_2->VNF_8->VNF_3,5,5,0,202.6667,120.0000,221.6667,15,3.00,True,False,True,resource_aware,,,0.4208
324,REQ_1494,VNF_8->VNF_1->VNF_3,5,5,0,161.0000,70.0000,98.0000,14,2.80,True,False,True,resource_aware,,,0.4208
325,REQ_1497,VNF_1->VNF_4->VNF_8,5,5,0,246.6667,112.0000,100.0000,14,2.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4472
326,REQ_1502,VNF_7->VNF_6->VNF_1,5,5,0,220.0000,95.0000,53.3333,19,3.80,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4210
327,REQ_1510,VNF_1->VNF_7->VNF_4,5,5,0,299.0000,98.0000,107.3333,14,2.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4193
328,REQ_1516,VNF_5->VNF_7->VNF_3,5,5,0,193.3333,112.0000,206.6667,16,3.20,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4155
329,REQ_1519,VNF_7->VNF_1->VNF_3,5,5,0,222.0000,84.0000,126.0000,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.4121
330,REQ_1528,VNF_3->VNF_7->VNF_1,5,5,0,181.3333,90.0000,102.0000,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4129
331,REQ_1532,VNF_7->VNF_2->VNF_6,5,5,0,264.0000,72.0000,132.0000,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.4179
332,REQ_1539,VNF_4->VNF_2->VNF_6,5,5,0,283.3333,112.0000,233.3333,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.4172
333,REQ_1541,VNF_2->VNF_5->VNF_8,5,5,0,260.6667,136.0000,253.0000,17,3.40,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4140
334,REQ_1545,VNF_7->VNF_4->VNF_5,5,5,0,147.3333,114.0000,119.0000,19,3.80,True,False,True,"resource_aware,resource_aware",,,0.4099
