episode,reward,acceptance_rate,blocking_rate,avg_cpu_util,avg_mem_util,avg_bw_util,backup_activation,backup_success
36,20.805,79.41176470588235,20.588235294117652,32.901785714285715,28.988095238095248,4.499999999999993,32.234432234432234,100.0
37,21.566000000000003,79.71014492753623,20.289855072463766,32.901785714285715,28.988095238095248,4.638888888888881,32.73381294964029,100.0
38,21.105,80.0,20.0,32.901785714285715,28.988095238095248,4.638888888888881,33.92226148409894,100.0
39,21.814,80.28169014084507,19.718309859154928,32.901785714285715,28.988095238095248,4.638888888888881,34.02777777777778,100.0
40,21.34,80.55555555555556,19.444444444444443,32.901785714285715,28.988095238095248,4.638888888888881,34.8122866894198,100.0
41,21.514000000000003,80.82191780821918,19.178082191780817,32.901785714285715,28.988095238095248,4.833333333333323,35.23489932885906,100.0
42,21.605000000000004,81.08108108108108,18.91891891891892,32.901785714285715,28.988095238095248,4.6944444444444455,35.64356435643564,100.0
43,21.453000000000003,81.33333333333333,18.66666666666667,32.901785714285715,28.988095238095248,4.6944444444444455,36.36363636363637,100.0
44,21.605,81.57894736842105,18.421052631578945,32.901785714285715,28.988095238095248,4.499999999999993,36.74121405750799,100.0
45,21.840000000000003,81.81818181818183,18.181818181818173,33.21428571428571,29.464285714285722,4.722222222222216,36.79245283018868,100.0
46,21.479,82.05128205128204,17.948717948717956,33.21428571428571,29.464285714285722,4.722222222222216,37.461300309597526,100.0
47,21.840000000000003,82.27848101265823,17.721518987341767,33.75,30.29761904761905,4.94444444444444,37.5,100.0
48,21.579,82.5,17.5,33.4375,29.821428571428577,5.138888888888893,37.83783783783784,100.0
49,22.014000000000003,82.71604938271605,17.28395061728395,33.4375,29.821428571428577,5.138888888888893,37.573964497041416,100.0
50,21.052999999999997,82.92682926829268,17.07317073170732,33.4375,29.821428571428577,4.91666666666667,38.48396501457726,100.0
51,21.801000000000002,83.13253012048193,16.86746987951807,33.66071428571429,30.476190476190478,4.861111111111105,38.50574712643678,100.0
52,21.392000000000003,83.33333333333334,16.666666666666657,33.66071428571429,30.476190476190478,5.305555555555552,38.81019830028329,100.0
53,21.740000000000002,83.52941176470588,16.470588235294116,33.88392857142857,30.833333333333336,5.805555555555553,38.8268156424581,100.0
54,21.853,83.72093023255815,16.279069767441854,33.88392857142857,30.833333333333336,5.7222222222222285,38.84297520661157,100.0
55,21.679000000000002,83.9080459770115,16.091954022988503,33.66071428571429,30.476190476190478,5.055555555555569,38.858695652173914,100.0
56,21.840000000000003,84.0909090909091,15.909090909090907,33.66071428571429,30.476190476190478,5.222222222222217,38.8739946380697,100.0
57,20.779000000000003,84.26966292134831,15.730337078651687,33.66071428571429,30.476190476190478,5.222222222222217,39.682539682539684,100.0
58,21.527,84.44444444444444,15.555555555555557,33.97321428571429,30.952380952380953,5.111111111111111,39.947780678851174,100.0
59,21.866000000000003,84.61538461538461,15.384615384615387,33.97321428571429,30.952380952380953,5.111111111111111,39.948453608247426,100.0
60,21.64,84.78260869565217,15.217391304347828,33.97321428571429,30.952380952380953,5.111111111111111,40.20356234096692,100.0
61,21.853,84.94623655913979,15.053763440860209,33.97321428571429,30.952380952380953,5.111111111111111,40.20100502512563,100.0
62,21.666,85.1063829787234,14.893617021276597,33.97321428571429,30.952380952380953,5.111111111111111,40.44665012406948,100.0
63,21.866000000000003,85.26315789473684,14.736842105263165,33.97321428571429,30.952380952380953,5.111111111111111,40.44117647058824,100.0
64,21.566000000000003,85.41666666666666,14.583333333333343,33.97321428571429,30.952380952380953,5.111111111111111,40.67796610169492,100.0
65,21.579,85.56701030927834,14.432989690721655,34.55357142857143,31.19047619047619,5.305555555555552,40.909090909090914,100.0
66,21.631000000000004,85.71428571428571,14.285714285714292,34.55357142857143,31.19047619047619,5.305555555555552,41.13475177304964,100.0
67,21.392000000000003,85.85858585858585,14.141414141414145,34.55357142857143,31.19047619047619,5.305555555555552,41.58878504672897,100.0
68,21.540000000000003,86.0,14.0,34.55357142857143,31.19047619047619,5.305555555555552,41.801385681293304,100.0
69,21.705000000000002,86.13861386138613,13.861386138613867,34.55357142857143,31.19047619047619,5.194444444444435,42.00913242009132,100.0
70,22.066000000000003,86.27450980392157,13.725490196078425,34.55357142857143,31.19047619047619,5.111111111111111,41.760722347629795,100.0
71,21.64,86.40776699029125,13.59223300970875,34.55357142857143,31.19047619047619,5.111111111111111,41.964285714285715,100.0
72,22.092000000000002,86.53846153846155,13.461538461538453,34.68750000000001,31.428571428571427,5.111111111111111,41.72185430463576,100.0
73,21.179000000000002,86.66666666666667,13.333333333333329,34.68750000000001,31.428571428571427,5.111111111111111,42.35807860262008,100.0
74,22.053000000000004,86.79245283018868,13.20754716981132,34.68750000000001,31.428571428571427,5.000000000000004,42.11663066954643,100.0
75,21.631,86.91588785046729,13.084112149532714,34.68750000000001,31.428571428571427,5.000000000000004,42.30769230769231,100.0
76,22.292,87.03703703703704,12.962962962962962,34.68750000000001,31.428571428571427,5.111111111111111,41.86046511627907,100.0
77,21.653000000000002,87.1559633027523,12.844036697247702,34.68750000000001,31.428571428571427,5.111111111111111,42.05020920502092,100.0
78,20.991999999999997,87.27272727272727,12.727272727272734,34.68750000000001,31.428571428571427,5.111111111111111,42.65010351966873,100.0
79,21.631000000000004,87.38738738738738,12.612612612612622,34.68750000000001,31.428571428571427,5.111111111111111,42.82786885245902,100.0
80,21.579,87.5,12.5,34.68750000000001,31.428571428571427,5.111111111111111,43.00202839756592,100.0
81,21.866000000000003,87.61061946902655,12.389380530973455,34.68750000000001,31.428571428571427,5.111111111111111,42.971887550200805,100.0
82,22.079,87.71929824561403,12.280701754385973,34.68750000000001,31.428571428571427,5.111111111111111,42.74353876739563,100.0
83,21.866000000000003,87.82608695652175,12.173913043478251,34.68750000000001,31.428571428571427,5.249999999999999,42.71653543307087,100.0
84,21.679,87.93103448275862,12.06896551724138,34.68750000000001,31.428571428571427,5.249999999999999,42.8849902534113,100.0
85,21.84,88.03418803418803,11.965811965811966,34.68750000000001,31.428571428571427,5.249999999999999,42.857142857142854,100.0
86,21.879,88.13559322033898,11.864406779661024,34.68750000000001,31.428571428571427,5.249999999999999,42.829827915869984,100.0
87,21.679000000000002,88.23529411764706,11.764705882352942,34.68750000000001,31.428571428571427,5.249999999999999,42.99242424242424,100.0
88,21.879,88.33333333333333,11.666666666666671,34.68750000000001,31.428571428571427,5.249999999999999,42.964352720450286,100.0
89,21.866,88.42975206611571,11.57024793388429,34.68750000000001,31.428571428571427,5.249999999999999,42.93680297397769,100.0
90,21.566000000000003,88.52459016393442,11.47540983606558,34.68750000000001,31.428571428571427,5.111111111111111,43.0939226519337,100.0
91,21.066000000000003,88.6178861788618,11.382113821138205,34.68750000000001,31.428571428571427,5.111111111111111,43.613138686131386,100.0
92,20.792,88.70967741935483,11.290322580645167,34.68750000000001,31.428571428571427,5.333333333333334,44.12296564195298,100.0
93,21.305,88.8,11.200000000000003,34.68750000000001,31.428571428571427,5.333333333333334,44.623655913978496,100.0
94,21.979000000000003,88.88888888888889,11.111111111111114,34.68750000000001,31.428571428571427,5.111111111111111,44.40497335701599,100.0
95,21.64,88.9763779527559,11.023622047244103,34.68750000000001,31.428571428571427,5.249999999999999,44.54225352112676,100.0
96,21.331,89.0625,10.9375,34.68750000000001,31.428571428571427,5.249999999999999,45.0261780104712,100.0
97,21.553000000000004,89.14728682170544,10.852713178294564,34.68750000000001,31.428571428571427,5.333333333333334,45.15570934256055,100.0
98,22.066000000000003,89.23076923076924,10.76923076923076,34.68750000000001,31.428571428571427,5.333333333333334,44.93996569468268,100.0
99,21.827,89.31297709923665,10.687022900763353,34.68750000000001,31.428571428571427,5.111111111111111,44.89795918367347,100.0
100,20.766,89.39393939393939,10.606060606060609,34.68750000000001,31.428571428571427,5.333333333333334,45.362563237774026,100.0
101,21.904999999999998,89.47368421052632,10.526315789473685,34.68750000000001,31.428571428571427,5.333333333333334,45.31772575250836,100.0
102,21.792,89.55223880597015,10.447761194029852,34.68750000000001,31.428571428571427,5.333333333333334,45.27363184079602,100.0
103,21.905,89.62962962962962,10.370370370370381,34.68750000000001,31.428571428571427,5.333333333333334,45.23026315789473,100.0
104,21.866000000000003,89.70588235294117,10.294117647058826,34.68750000000001,31.428571428571427,5.333333333333334,45.18760195758564,100.0
105,21.853,89.78102189781022,10.21897810218978,34.68750000000001,31.428571428571427,5.333333333333334,45.14563106796117,100.0
106,21.853,89.85507246376811,10.14492753623189,34.68750000000001,31.428571428571427,5.333333333333334,45.10433386837881,100.0
107,22.092000000000002,89.92805755395683,10.071942446043167,34.68750000000001,31.428571428571427,5.333333333333334,44.904458598726116,100.0
108,21.540000000000003,90.0,10.0,34.68750000000001,31.428571428571427,5.333333333333334,45.023696682464454,100.0
109,21.840000000000003,90.0709219858156,9.929078014184398,34.68750000000001,31.428571428571427,5.333333333333334,44.98432601880878,100.0
110,21.679000000000002,90.14084507042254,9.859154929577457,35.3125,31.607142857142854,5.333333333333334,45.10108864696734,100.0
111,21.64,90.20979020979021,9.790209790209786,35.3125,31.607142857142854,5.333333333333334,45.21604938271605,100.0
112,21.101,90.27777777777779,9.722222222222214,35.3125,31.607142857142854,5.333333333333334,45.635528330781014,100.0
113,21.905,90.3448275862069,9.655172413793096,35.3125,31.607142857142854,5.333333333333334,45.59270516717325,100.0
114,21.879000000000005,90.41095890410958,9.589041095890423,35.3125,31.607142857142854,5.333333333333334,45.55052790346908,100.0
115,20.831,90.47619047619048,9.523809523809518,35.3125,31.607142857142854,5.333333333333334,45.958083832335326,100.0
116,21.653000000000002,90.54054054054053,9.459459459459467,35.3125,31.607142857142854,5.194444444444435,46.062407132243685,100.0
117,21.127,90.60402684563759,9.395973154362409,35.3125,31.607142857142854,5.194444444444435,46.46017699115044,100.0
118,21.666000000000004,90.66666666666666,9.333333333333343,35.3125,31.607142857142854,5.361111111111116,46.5592972181552,100.0
119,21.879,90.72847682119205,9.271523178807954,35.3125,31.607142857142854,5.361111111111116,46.51162790697674,100.0
120,21.053,90.78947368421053,9.210526315789465,35.3125,31.607142857142854,5.361111111111116,46.75324675324675,100.0
121,21.253000000000004,90.84967320261438,9.150326797385617,35.3125,31.607142857142854,5.361111111111116,47.134670487106014,100.0
122,21.766000000000002,90.9090909090909,9.090909090909093,35.3125,31.607142857142854,5.361111111111116,47.08392603129445,100.0
123,22.092000000000002,90.96774193548387,9.032258064516128,35.3125,31.607142857142854,5.361111111111116,46.89265536723164,100.0
124,20.831,91.02564102564102,8.974358974358978,35.3125,31.607142857142854,5.361111111111116,47.26507713884993,100.0
125,21.892,91.0828025477707,8.917197452229303,35.3125,31.607142857142854,5.361111111111116,47.21448467966574,100.0
126,21.840000000000003,91.13924050632912,8.860759493670884,35.3125,31.607142857142854,5.361111111111116,47.16459197786998,100.0
127,21.866000000000003,91.19496855345912,8.80503144654088,35.3125,31.607142857142854,5.361111111111116,47.11538461538461,100.0
128,22.079,91.25,8.75,35.3125,31.607142857142854,5.361111111111116,46.93042291950887,100.0
129,21.592,91.30434782608695,8.695652173913047,35.3125,31.607142857142854,5.361111111111116,47.018970189701896,100.0
130,21.679000000000002,91.35802469135803,8.641975308641975,35.3125,31.607142857142854,5.361111111111116,47.10632570659489,100.0
131,22.092000000000002,91.41104294478528,8.58895705521472,35.3125,31.607142857142854,5.361111111111116,46.92513368983957,100.0
132,21.792,91.46341463414635,8.536585365853654,35.3125,31.607142857142854,5.361111111111116,46.87915006640107,100.0
133,21.64,91.51515151515152,8.484848484848484,35.3125,31.607142857142854,5.361111111111116,46.965699208443276,100.0
134,21.666,91.56626506024097,8.433734939759034,35.3125,31.607142857142854,5.361111111111116,47.05111402359109,100.0
135,20.831,91.61676646706587,8.383233532934128,35.3125,31.607142857142854,5.361111111111116,47.39583333333333,100.0
136,21.905,91.66666666666666,8.333333333333343,35.3125,31.607142857142854,5.361111111111116,47.347994825355755,100.0
137,21.905,91.71597633136095,8.284023668639051,35.3125,31.607142857142854,5.194444444444435,47.30077120822622,100.0
138,21.814000000000004,91.76470588235294,8.235294117647058,35.3125,31.607142857142854,5.194444444444435,47.254150702426564,100.0
139,21.879,91.81286549707602,8.187134502923982,35.3125,31.607142857142854,5.333333333333334,47.20812182741117,100.0
140,21.818,91.86046511627907,8.139534883720927,35.3125,31.607142857142854,5.333333333333334,47.16267339218159,100.0
141,21.592000000000002,91.90751445086705,8.092485549132945,35.3125,31.607142857142854,5.333333333333334,47.24310776942356,100.0
142,21.666,91.95402298850574,8.045977011494259,35.3125,31.607142857142854,5.333333333333334,47.3225404732254,100.0
143,21.992,92.0,8.0,35.3125,31.607142857142854,5.333333333333334,47.15346534653465,100.0
144,21.627,92.04545454545455,7.954545454545453,35.3125,31.607142857142854,5.333333333333334,47.23247232472325,100.0
145,21.814,92.09039548022598,7.909604519774021,35.3125,31.607142857142854,5.361111111111116,47.18826405867971,100.0
146,22.066000000000003,92.13483146067416,7.865168539325836,35.3125,31.607142857142854,5.58333333333334,47.02308626974484,100.0
147,21.475,92.17877094972067,7.821229050279328,35.3125,31.607142857142854,5.58333333333334,47.10144927536232,100.0
148,21.605,92.22222222222223,7.7777777777777715,35.3125,31.607142857142854,5.361111111111116,47.17887154861945,100.0
149,21.892000000000003,92.26519337016575,7.734806629834253,35.3125,31.607142857142854,5.361111111111116,47.13603818615752,100.0
150,21.327,92.3076923076923,7.692307692307693,35.3125,31.607142857142854,5.361111111111116,47.330960854092524,100.0
151,20.792,92.34972677595628,7.6502732240437155,35.3125,31.607142857142854,5.361111111111116,47.64150943396226,100.0
152,21.879,92.3913043478261,7.608695652173907,35.3125,31.607142857142854,5.361111111111116,47.59671746776085,100.0
153,21.892000000000003,92.43243243243244,7.567567567567565,35.3125,31.607142857142854,5.361111111111116,47.55244755244755,100.0
154,21.492,92.47311827956989,7.5268817204301115,35.3125,31.607142857142854,5.361111111111116,47.740440324449594,100.0
155,21.64,92.51336898395722,7.486631016042779,35.3125,31.607142857142854,5.361111111111116,47.8110599078341,100.0
156,21.605,92.5531914893617,7.446808510638306,35.3125,31.607142857142854,5.361111111111116,47.88087056128293,100.0
157,21.053,92.5925925925926,7.407407407407405,35.62499999999999,32.08333333333333,5.361111111111116,48.063781321184514,100.0
158,21.905,92.63157894736842,7.368421052631575,35.62499999999999,32.08333333333333,5.361111111111116,48.01812004530011,100.0
159,21.866000000000003,92.67015706806284,7.329842931937165,35.62499999999999,32.08333333333333,5.361111111111116,47.97297297297297,100.0
160,21.740000000000002,92.70833333333334,7.291666666666657,35.3125,31.607142857142854,5.361111111111116,47.92833146696528,100.0
161,22.279000000000003,92.74611398963731,7.253886010362692,35.3125,31.607142857142854,5.361111111111116,47.66146993318486,100.0
162,21.827,92.78350515463917,7.2164948453608275,35.3125,31.607142857142854,5.361111111111116,47.61904761904761,100.0
163,21.718000000000004,92.82051282051282,7.179487179487182,35.3125,31.607142857142854,5.361111111111116,47.68722466960352,100.0
164,21.192,92.85714285714286,7.142857142857139,35.3125,31.607142857142854,5.361111111111116,47.973713033954,100.0
165,21.866000000000003,92.89340101522842,7.10659898477158,35.3125,31.607142857142854,5.333333333333334,47.930283224400874,100.0
166,21.179000000000002,92.92929292929293,7.070707070707073,35.3125,31.607142857142854,5.333333333333334,48.21235102925244,100.0
167,21.614,92.96482412060301,7.035175879396988,35.3125,31.607142857142854,5.361111111111116,48.275862068965516,100.0
168,21.801000000000002,93.0,7.0,36.517857142857146,32.73809523809524,5.361111111111116,48.231511254019296,100.0
169,21.353000000000005,93.03482587064677,6.96517412935323,36.517857142857146,32.73809523809524,5.361111111111116,48.40085287846482,100.0
170,22.079,93.06930693069307,6.930693069306926,35.3125,31.607142857142854,5.361111111111116,48.25026511134676,100.0
171,20.805,93.10344827586206,6.896551724137936,35.3125,31.607142857142854,5.416666666666659,48.52320675105485,100.0
172,22.266000000000005,93.13725490196079,6.862745098039213,35.3125,31.607142857142854,5.416666666666659,48.26862539349423,100.0
173,21.766000000000005,93.17073170731707,6.829268292682926,35.3125,31.607142857142854,5.416666666666659,48.22546972860125,100.0
174,21.866000000000003,93.20388349514563,6.796116504854368,35.3125,31.607142857142854,5.416666666666659,48.18276220145379,100.0
175,20.831,93.23671497584542,6.763285024154584,35.3125,31.607142857142854,5.416666666666659,48.4504132231405,100.0
176,21.64,93.26923076923077,6.730769230769226,35.3125,31.607142857142854,5.416666666666659,48.50976361767729,100.0
177,21.905,93.30143540669856,6.698564593301441,35.3125,31.607142857142854,5.416666666666659,48.466257668711656,100.0
178,22.053,93.33333333333333,6.666666666666671,35.3125,31.607142857142854,5.416666666666659,48.32146490335707,100.0
179,20.818000000000005,93.36492890995261,6.63507109004739,35.3125,31.607142857142854,5.416666666666659,48.582995951417004,100.0
180,21.827,93.39622641509435,6.603773584905653,35.9375,31.964285714285722,5.416666666666659,48.539778449144,100.0
181,21.575000000000003,93.42723004694837,6.572769953051633,36.20535714285714,32.38095238095239,5.416666666666659,48.59719438877755,100.0
182,21.879,93.45794392523365,6.54205607476635,36.20535714285714,32.38095238095239,5.416666666666659,48.554336989032905,100.0
183,20.831,93.48837209302326,6.5116279069767415,36.20535714285714,32.38095238095239,5.416666666666659,48.80952380952381,100.0
184,21.866000000000003,93.51851851851852,6.481481481481481,36.20535714285714,32.38095238095239,5.416666666666659,48.76604146100691,100.0
185,22.079000000000004,93.54838709677419,6.451612903225808,36.20535714285714,32.38095238095239,5.416666666666659,48.62475442043222,100.0
186,21.627000000000002,93.57798165137615,6.422018348623851,36.20535714285714,32.38095238095239,5.416666666666659,48.68035190615836,100.0
187,21.579,93.60730593607306,6.392694063926939,36.20535714285714,32.38095238095239,5.416666666666659,48.735408560311285,100.0
188,21.818000000000005,93.63636363636364,6.36363636363636,36.20535714285714,32.38095238095239,5.416666666666659,48.69312681510164,100.0
189,21.866000000000003,93.66515837104072,6.334841628959282,36.20535714285714,32.38095238095239,5.416666666666659,48.65125240847784,100.0
190,21.605,93.69369369369369,6.306306306306311,36.20535714285714,32.38095238095239,5.416666666666659,48.70565675934804,100.0
191,21.879,93.72197309417041,6.278026905829591,36.20535714285714,32.38095238095239,5.416666666666659,48.66412213740458,100.0
192,20.805,93.75,6.25,36.20535714285714,32.38095238095239,5.416666666666659,48.907882241215574,100.0
193,21.492,93.77777777777779,6.222222222222214,36.20535714285714,32.38095238095239,5.416666666666659,48.96030245746692,100.0
194,21.679000000000002,93.80530973451327,6.194690265486727,36.20535714285714,32.38095238095239,5.305555555555552,49.012229539040455,100.0
195,21.614,93.83259911894272,6.167400881057276,36.20535714285714,32.38095238095239,5.527777777777776,49.063670411985015,100.0
196,21.566000000000003,93.85964912280701,6.1403508771929864,36.20535714285714,32.38095238095239,5.527777777777776,49.11463187325256,100.0
197,21.679000000000002,93.88646288209607,6.113537117903931,36.20535714285714,32.38095238095239,5.527777777777776,49.16512059369202,100.0
198,21.605000000000004,93.91304347826087,6.0869565217391255,36.20535714285714,32.38095238095239,5.527777777777776,49.2151431209603,100.0
199,21.718,93.93939393939394,6.060606060606062,36.20535714285714,32.38095238095239,5.305555555555552,49.26470588235294,100.0
200,21.653000000000002,93.96551724137932,6.034482758620683,36.20535714285714,32.38095238095239,5.444444444444441,49.31381518755718,100.0
201,21.166000000000004,93.99141630901288,6.008583690987123,36.20535714285714,32.38095238095239,5.444444444444441,49.544626593806925,100.0
202,21.640000000000004,94.01709401709401,5.98290598290599,36.20535714285714,32.38095238095239,5.444444444444441,49.59202175883953,100.0
203,21.666000000000004,94.04255319148936,5.957446808510639,36.20535714285714,32.38095238095239,5.444444444444441,49.63898916967509,100.0
204,21.753,94.0677966101695,5.932203389830505,36.20535714285714,32.38095238095239,5.444444444444441,49.59568733153639,100.0
205,21.866,94.09282700421942,5.907172995780584,36.20535714285714,32.38095238095239,5.444444444444441,49.55277280858677,100.0
206,22.053000000000004,94.11764705882352,5.882352941176478,36.20535714285714,32.38095238095239,5.444444444444441,49.42119323241318,100.0
207,21.705,94.14225941422593,5.857740585774067,36.20535714285714,32.38095238095239,5.444444444444441,49.46808510638298,100.0
208,21.827,94.16666666666667,5.833333333333329,36.20535714285714,32.38095238095239,5.444444444444441,49.42630185348632,100.0
209,21.853,94.1908713692946,5.809128630705402,36.20535714285714,32.38095238095239,5.444444444444441,49.38488576449912,100.0
210,21.853,94.21487603305785,5.785123966942152,36.20535714285714,32.38095238095239,5.444444444444441,49.343832020997375,100.0
211,21.527,94.23868312757202,5.761316872427983,36.20535714285714,32.38095238095239,5.444444444444441,49.390243902439025,100.0
212,21.579,94.26229508196722,5.737704918032776,36.20535714285714,32.38095238095239,5.444444444444441,49.43625325238508,100.0
213,22.040000000000003,94.28571428571428,5.714285714285722,36.20535714285714,32.38095238095239,5.444444444444441,49.30915371329879,100.0
214,21.840000000000003,94.3089430894309,5.6910569105691025,36.20535714285714,32.38095238095239,5.444444444444441,49.26913155631986,100.0
215,21.766,94.33198380566802,5.668016194331983,36.20535714285714,32.38095238095239,5.444444444444441,49.22945205479452,100.0
216,22.079,94.35483870967742,5.6451612903225765,36.20535714285714,32.38095238095239,5.444444444444441,49.10485933503836,100.0
217,22.092000000000002,94.37751004016064,5.622489959839356,36.20535714285714,32.38095238095239,5.444444444444441,48.98132427843803,100.0
218,21.892000000000003,94.39999999999999,5.6000000000000085,36.20535714285714,32.38095238095239,5.444444444444441,48.94336432797971,100.0
219,21.814000000000004,94.42231075697211,5.577689243027891,36.20535714285714,32.38095238095239,5.444444444444441,48.90572390572391,100.0
220,21.479000000000003,94.44444444444444,5.555555555555557,36.20535714285714,32.38095238095239,5.444444444444441,49.0360435875943,100.0
221,22.04,94.46640316205533,5.533596837944671,36.20535714285714,32.38095238095239,5.444444444444441,48.91485809682805,100.0
222,21.779,94.48818897637796,5.511811023622045,36.20535714285714,32.38095238095239,5.444444444444441,48.87780548628429,100.0
223,21.118,94.50980392156862,5.4901960784313815,36.20535714285714,32.38095238095239,5.249999999999999,49.08940397350993,100.0
224,21.840000000000003,94.53125,5.46875,36.20535714285714,32.38095238095239,5.361111111111116,49.05193734542457,100.0
225,21.34,94.55252918287937,5.447470817120632,36.20535714285714,32.38095238095239,5.361111111111116,49.17898193760263,100.0
226,21.666,94.57364341085271,5.426356589147289,36.20535714285714,32.38095238095239,5.361111111111116,49.223221586263286,100.0
227,22.014000000000003,94.5945945945946,5.4054054054054035,36.78571428571429,32.67857142857142,5.361111111111116,49.1042345276873,100.0
228,21.818000000000005,94.61538461538461,5.384615384615387,36.78571428571429,32.67857142857142,5.361111111111116,49.06731549067315,100.0
229,22.079,94.6360153256705,5.363984674329501,36.78571428571429,32.67857142857142,5.361111111111116,48.949919224555735,100.0
230,20.805,94.65648854961832,5.343511450381683,36.78571428571429,32.67857142857142,5.361111111111116,49.15526950925181,100.0
231,21.692000000000004,94.67680608365019,5.323193916349808,36.78571428571429,32.67857142857142,5.361111111111116,49.19871794871795,100.0
232,21.866000000000003,94.6969696969697,5.303030303030297,36.78571428571429,32.67857142857142,5.361111111111116,49.162011173184354,100.0
233,21.366000000000003,94.71698113207547,5.283018867924525,36.78571428571429,32.67857142857142,5.361111111111116,49.2845786963434,100.0
234,21.779000000000003,94.73684210526315,5.26315789473685,36.78571428571429,32.67857142857142,5.361111111111116,49.247822644497234,100.0
235,21.566000000000003,94.7565543071161,5.2434456928838955,36.78571428571429,32.67857142857142,5.361111111111116,49.290220820189276,100.0
236,21.792,94.77611940298507,5.223880597014926,36.78571428571429,32.67857142857142,5.361111111111116,49.25373134328358,100.0
