episode,reward,acceptance_rate,avg_cpu_util,avg_mem_util,avg_bw_util
85,-39.0,0.0,1.737500000000003,3.1883116883116958,1.093333333333324
86,-39.0,0.0,1.737500000000003,3.1883116883116958,1.093333333333324
87,-39.0,0.0,1.737500000000003,3.1883116883116958,1.093333333333324
88,-39.0,0.0,1.737500000000003,3.1883116883116958,1.093333333333324
89,-39.0,0.0,1.737500000000003,3.1883116883116958,1.093333333333324
90,-39.00182839632278,0.0,1.7535714285714321,3.201298701298705,1.093333333333324
91,-39.0,0.0,1.7535714285714321,3.201298701298705,1.093333333333324
92,-39.002962206332995,0.0,1.7714285714285682,3.230519480519478,1.093333333333324
93,-39.0,0.0,1.7714285714285682,3.230519480519478,1.093333333333324
94,-39.0,0.0,1.7714285714285682,3.230519480519478,1.093333333333324
95,-39.00110316649642,0.0,1.7857142857142905,3.2337662337662443,1.093333333333324
96,-39.003881511746684,0.0,1.8214285714285627,3.2597402597402625,1.093333333333324
97,-39.0,0.0,1.8214285714285627,3.2597402597402625,1.093333333333324
98,-39.0,0.0,1.8214285714285627,3.2597402597402625,1.093333333333324
99,-39.0,0.0,1.8214285714285627,3.2597402597402625,1.093333333333324
100,-39.00182839632278,0.0,1.837500000000003,3.2727272727272716,1.093333333333324
101,-39.00237997957099,0.0,1.842857142857146,3.305194805194811,1.093333333333324
102,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
103,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
104,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
105,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
106,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
107,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
108,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
109,-39.0,0.0,1.842857142857146,3.305194805194811,1.093333333333324
110,-39.001542390194075,0.0,1.844642857142853,3.3279220779220853,1.093333333333324
111,-39.0,0.0,1.844642857142853,3.3279220779220853,1.093333333333324
112,-39.0,0.0,1.844642857142853,3.3279220779220853,1.093333333333324
113,-39.0,0.0,1.844642857142853,3.3279220779220853,1.093333333333324
114,-39.0,0.0,1.844642857142853,3.3279220779220853,1.093333333333324
115,-39.002604698672116,0.0,1.8535714285714322,3.3603896103896136,1.093333333333324
116,-39.0,0.0,1.8535714285714322,3.3603896103896136,1.093333333333324
117,-39.0,0.0,1.8535714285714322,3.3603896103896136,1.093333333333324
118,-39.00185903983657,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
119,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
120,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
121,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
122,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
123,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
124,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
125,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
126,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
127,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
128,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
129,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
130,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
131,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
132,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
133,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
134,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
135,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
136,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
137,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
138,-39.0,0.0,1.8571428571428572,3.386363636363632,1.093333333333324
139,-39.00212461695608,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
140,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
141,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
142,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
143,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
144,-44.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
145,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
146,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
147,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
148,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
149,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
150,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
151,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
152,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
153,-39.0,0.0,1.8714285714285683,3.405844155844162,1.093333333333324
154,-39.000990806945865,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
155,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
156,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
157,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
158,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
159,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
160,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
161,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
162,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
163,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
164,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
165,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
166,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
167,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
168,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
169,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
170,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
171,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
172,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
173,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
174,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
175,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
176,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
177,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
178,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
179,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
180,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
181,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
182,-39.0,0.0,1.8839285714285614,3.409090909090906,1.093333333333324
183,-39.00259448416752,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
184,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
185,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
186,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
187,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
188,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
189,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
190,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
191,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
192,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
193,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
194,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
195,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
196,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
197,-39.0,0.0,1.9089285714285698,3.42532467532467,1.093333333333324
198,-39.002992849846784,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
199,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
200,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
201,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
202,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
203,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
204,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
205,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
206,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
207,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
208,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
209,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
210,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
211,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
212,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
213,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
214,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
215,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
216,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
217,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
218,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
219,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
220,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
221,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
222,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
223,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
224,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
225,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
226,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
227,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
228,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
229,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
230,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
231,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
232,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
233,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
234,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
235,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
236,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
237,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
238,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
239,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
240,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
241,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
242,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
243,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
244,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
245,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
246,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
247,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
248,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
249,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
250,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
251,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
252,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
253,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
254,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
255,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
256,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
257,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
258,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
259,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
260,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
261,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
262,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
263,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
264,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
265,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
266,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
267,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
268,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
269,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
270,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
271,-44.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
272,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
273,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
274,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
275,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
276,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
277,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
278,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
279,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
280,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
281,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
282,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
283,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
284,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
285,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
286,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
287,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
288,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
289,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
290,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
291,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
292,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
293,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
294,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
295,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
296,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
297,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
298,-39.0,0.0,1.9142857142857128,3.4675324675324637,1.093333333333324
