episode,reward,acceptance_rate,avg_cpu_util,avg_mem_util,avg_bw_util
0,-39.00226762002043,0.0,1.4625,2.6525974025973897,0.8222222222222131
1,-39.00514198161389,0.0,1.5035714285714374,2.681818181818185,0.8933333333333238
2,-39.0,0.0,1.5035714285714374,2.681818181818185,0.8933333333333238
3,-39.0,0.0,1.5035714285714374,2.681818181818185,0.8933333333333238
4,-39.0,0.0,1.5035714285714374,2.681818181818185,0.8933333333333238
5,-39.002187946884575,0.0,1.5196428571428555,2.6948051948051943,0.9288888888888902
6,-39.0,0.0,1.5196428571428555,2.6948051948051943,0.9288888888888902
7,-39.00287436159346,0.0,1.5285714285714347,2.7272727272727226,0.9555555555555539
8,-39.001695607763025,0.0,1.5392857142857097,2.743506493506487,0.9555555555555539
9,-39.000449438202246,0.0,1.5392857142857097,2.743506493506487,1.0000000000000009
10,-39.0,0.0,1.5392857142857097,2.743506493506487,1.0000000000000009
11,-39.002053115423905,0.0,1.558928571428564,2.756493506493518,1.0000000000000009
12,-39.0,0.0,1.558928571428564,2.756493506493518,1.0000000000000009
13,-39.00212461695608,0.0,1.5732142857142861,2.775974025974015,1.0000000000000009
14,-39.0,0.0,1.5732142857142861,2.775974025974015,1.0000000000000009
15,-39.0,0.0,1.5732142857142861,2.775974025974015,1.0000000000000009
16,-39.002257405515834,0.0,1.5928571428571403,2.7922077922078015,1.0000000000000009
17,-39.00259448416752,0.0,1.6178571428571487,2.8084415584415545,1.0000000000000009
18,-39.0,0.0,1.6178571428571487,2.8084415584415545,1.0000000000000009
19,-39.0,0.0,1.6178571428571487,2.8084415584415545,1.0000000000000009
20,-39.000990806945865,0.0,1.6303571428571417,2.8116883116882985,1.0000000000000009
21,-39.0,0.0,1.6303571428571417,2.8116883116882985,1.0000000000000009
22,-39.00269662921348,0.0,1.6375000000000028,2.847402597402604,1.0000000000000009
23,-39.0,0.0,1.6375000000000028,2.847402597402604,1.0000000000000009
24,-39.00071910112359,0.0,1.6375000000000028,2.847402597402604,1.0711111111111116
25,-39.0,0.0,1.6375000000000028,2.847402597402604,1.0711111111111116
26,-39.0,0.0,1.6375000000000028,2.847402597402604,1.0711111111111116
27,-39.0,0.0,1.6375000000000028,2.847402597402604,1.0711111111111116
28,-39.0,0.0,1.6375000000000028,2.847402597402604,1.0711111111111116
29,-39.00237997957099,0.0,1.642857142857146,2.8798701298701213,1.0711111111111116
30,-39.00110316649642,0.0,1.657142857142857,2.8831168831168874,1.0711111111111116
31,-39.000224719101126,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
32,-39.0,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
33,-39.0,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
34,-39.0,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
35,-39.0,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
36,-39.0,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
37,-39.0,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
38,-39.0,0.0,1.657142857142857,2.8831168831168874,1.093333333333324
39,-39.002604698672116,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
40,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
41,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
42,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
43,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
44,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
45,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
46,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
47,-39.0,0.0,1.6660714285714362,2.915584415584427,1.093333333333324
48,-39.00208375893769,0.0,1.6732142857142862,2.941558441558445,1.093333333333324
49,-39.0,0.0,1.6732142857142862,2.941558441558445,1.093333333333324
50,-39.0,0.0,1.6732142857142862,2.941558441558445,1.093333333333324
51,-39.0,0.0,1.6732142857142862,2.941558441558445,1.093333333333324
52,-39.00110316649642,0.0,1.6874999999999973,2.944805194805189,1.093333333333324
53,-39.0,0.0,1.6874999999999973,2.944805194805189,1.093333333333324
54,-39.0,0.0,1.6874999999999973,2.944805194805189,1.093333333333324
55,-39.0017671092952,0.0,1.6928571428571404,2.9675324675324632,1.093333333333324
56,-39.0,0.0,1.6928571428571404,2.9675324675324632,1.093333333333324
57,-39.0,0.0,1.6928571428571404,2.9675324675324632,1.093333333333324
58,-39.0,0.0,1.6928571428571404,2.9675324675324632,1.093333333333324
59,-39.0,0.0,1.6928571428571404,2.9675324675324632,1.093333333333324
60,-39.002992849846784,0.0,1.6982142857142835,3.009740259740268,1.093333333333324
61,-39.0,0.0,1.6982142857142835,3.009740259740268,1.093333333333324
62,-39.0,0.0,1.6982142857142835,3.009740259740268,1.093333333333324
63,-39.0,0.0,1.6982142857142835,3.009740259740268,1.093333333333324
64,-39.0,0.0,1.6982142857142835,3.009740259740268,1.093333333333324
65,-39.00165474974464,0.0,1.7017857142857085,3.032467532467531,1.093333333333324
66,-39.0,0.0,1.7017857142857085,3.032467532467531,1.093333333333324
67,-39.00124616956077,0.0,1.7053571428571446,3.048701298701295,1.093333333333324
68,-39.0,0.0,1.7053571428571446,3.048701298701295,1.093333333333324
69,-39.0,0.0,1.7053571428571446,3.048701298701295,1.093333333333324
70,-39.0,0.0,1.7053571428571446,3.048701298701295,1.093333333333324
71,-39.0,0.0,1.7053571428571446,3.048701298701295,1.093333333333324
72,-39.0,0.0,1.7053571428571446,3.048701298701295,1.093333333333324
73,-39.0,0.0,1.7053571428571446,3.048701298701295,1.093333333333324
74,-39.00455566905005,0.0,1.7160714285714307,3.110389610389619,1.093333333333324
75,-39.00137895812053,0.0,1.7249999999999988,3.123376623376628,1.093333333333324
76,-39.0,0.0,1.7249999999999988,3.123376623376628,1.093333333333324
77,-39.0,0.0,1.7249999999999988,3.123376623376628,1.093333333333324
78,-39.00269662921348,0.0,1.7321428571428599,3.1590909090909114,1.093333333333324
79,-39.0,0.0,1.7321428571428599,3.1590909090909114,1.093333333333324
80,-39.0,0.0,1.7321428571428599,3.1590909090909114,1.093333333333324
81,-39.0,0.0,1.7321428571428599,3.1590909090909114,1.093333333333324
82,-39.0,0.0,1.7321428571428599,3.1590909090909114,1.093333333333324
83,-39.0,0.0,1.7321428571428599,3.1590909090909114,1.093333333333324
84,-39.00217568947906,0.0,1.737500000000003,3.1883116883116958,1.093333333333324
