time_step,request_id,vnf_chain,total_destinations,destinations_connected,destinations_failed,total_cpu_consumed,total_bw_consumed,total_mem_consumed,actual_cpu_used,actual_bw_used,actual_mem_used,num_used_nodes,num_used_links,avg_cpu_util_per_node,avg_bw_util_per_link,avg_mem_util_per_node,total_hops,avg_hops_per_dest,fully_deployed,partial_deployed,backup_used,backup_levels,failed_nodes,failure_reasons,deployment_time
6,REQ_18,VNF_7->VNF_5->VNF_2,5,5,0,130.0000,55.0000,105.0000,130.0000,55.0000,105.0000,4,11,0.4062,0.0625,0.4375,11,2.20,True,False,False,,,,0.3869
7,REQ_22,VNF_8->VNF_1->VNF_2,5,5,0,135.0000,50.0000,65.0000,135.0000,50.0000,65.0000,3,10,0.5625,0.0625,0.3611,10,2.00,True,False,False,,,,0.0353
14,REQ_51,VNF_4->VNF_7->VNF_2,5,5,0,100.0000,48.0000,70.0000,100.0000,48.0000,70.0000,4,12,0.3125,0.0500,0.2917,12,2.40,True,False,False,,,,0.0201
16,REQ_61,VNF_5->VNF_2->VNF_4,5,5,0,65.0000,44.0000,90.0000,65.0000,44.0000,90.0000,3,11,0.2708,0.0500,0.5000,11,2.20,True,False,False,,,,0.0221
20,REQ_85,VNF_2->VNF_6->VNF_8,5,5,0,130.0000,60.0000,80.0000,130.0000,60.0000,80.0000,4,12,0.4062,0.0625,0.3333,12,2.40,True,False,False,,,,0.0299
28,REQ_123,VNF_8->VNF_6->VNF_5,5,5,0,120.0000,50.0000,80.0000,120.0000,50.0000,80.0000,5,10,0.3000,0.0625,0.2667,10,2.00,True,False,False,,,,0.0202
29,REQ_127,VNF_3->VNF_8->VNF_1,5,5,0,115.0000,70.0000,70.0000,115.0000,70.0000,70.0000,4,14,0.3594,0.0625,0.2917,14,2.80,True,False,False,,,,0.5740
32,REQ_141,VNF_8->VNF_5->VNF_1,5,5,0,100.0000,56.0000,50.0000,100.0000,56.0000,50.0000,4,14,0.3125,0.0500,0.2083,14,2.80,True,False,False,,,,0.3142
38,REQ_170,VNF_8->VNF_3->VNF_1,5,5,0,115.0000,70.0000,70.0000,115.0000,70.0000,70.0000,3,14,0.4792,0.0625,0.3889,14,2.80,True,False,False,,,,0.2989
44,REQ_193,VNF_3->VNF_2->VNF_5,5,5,0,60.0000,60.0000,110.0000,60.0000,60.0000,110.0000,4,15,0.1875,0.0500,0.4583,15,3.00,True,False,False,,,,0.2986
47,REQ_205,VNF_7->VNF_3->VNF_5,5,5,0,85.0000,48.0000,90.0000,85.0000,48.0000,90.0000,4,12,0.2656,0.0500,0.3750,12,2.40,True,False,False,,,,0.2960
52,REQ_229,VNF_4->VNF_6->VNF_8,5,5,0,90.0000,44.0000,45.0000,90.0000,44.0000,45.0000,4,11,0.2812,0.0500,0.1875,11,2.20,True,False,False,,,,0.3089
55,REQ_241,VNF_6->VNF_2->VNF_3,5,5,0,160.0000,128.0000,180.0000,160.0000,104.0000,180.0000,6,13,0.3333,0.1000,0.5000,16,3.20,True,False,True,"smart_greedy,smart_greedy",,,0.4972
56,REQ_243,VNF_3->VNF_5->VNF_6,5,5,0,100.0000,60.0000,135.0000,100.0000,48.0000,135.0000,4,8,0.3125,0.0750,0.5625,10,2.00,True,False,True,"smart_greedy,smart_greedy,smart_greedy",,,0.4736
57,REQ_246,VNF_1->VNF_6->VNF_8,5,5,0,200.0000,105.0000,55.0000,200.0000,91.0000,55.0000,4,13,0.6250,0.0875,0.2292,15,3.00,True,False,True,"smart_greedy,smart_greedy",,,0.4806
58,REQ_253,VNF_6->VNF_8->VNF_1,5,5,0,145.0000,50.0000,40.0000,145.0000,40.0000,40.0000,3,8,0.6042,0.0625,0.2222,10,2.00,True,False,True,"smart_greedy,smart_greedy",,,0.4662
59,REQ_254,VNF_5->VNF_1->VNF_3,5,5,0,70.0000,40.0000,80.0000,70.0000,36.0000,80.0000,5,9,0.1750,0.0500,0.2667,10,2.00,True,False,True,"smart_greedy,smart_greedy",,,0.4780
60,REQ_258,VNF_5->VNF_8->VNF_7,5,5,0,190.0000,77.0000,105.0000,190.0000,77.0000,105.0000,7,11,0.3393,0.0875,0.2500,11,2.20,True,False,True,"smart_greedy,smart_greedy,smart_greedy",,,0.4841
61,REQ_265,VNF_5->VNF_1->VNF_3,5,5,0,105.0000,66.0000,125.0000,105.0000,66.0000,125.0000,3,11,0.4375,0.0750,0.6944,11,2.20,True,False,True,"smart_greedy,smart_greedy,smart_greedy",,,0.4856
62,REQ_269,VNF_7->VNF_5->VNF_6,5,5,0,160.0000,78.0000,95.0000,160.0000,60.0000,95.0000,5,10,0.4000,0.0750,0.3167,13,2.60,True,False,True,"smart_greedy,smart_greedy,smart_greedy",,,0.5055
63,REQ_274,VNF_8->VNF_6->VNF_1,5,5,0,170.0000,90.0000,50.0000,170.0000,78.0000,50.0000,6,13,0.3542,0.0750,0.1389,15,3.00,True,False,True,"smart_greedy,smart_greedy",,,0.4828
64,REQ_278,VNF_6->VNF_3->VNF_4,5,5,0,115.0000,70.0000,130.0000,115.0000,63.0000,130.0000,4,9,0.3594,0.0875,0.5417,10,2.00,True,False,True,"smart_greedy,smart_greedy",,,0.4836
65,REQ_283,VNF_7->VNF_2->VNF_5,5,5,0,205.0000,88.0000,165.0000,205.0000,80.0000,165.0000,5,10,0.5125,0.1000,0.5500,11,2.20,True,False,True,smart_greedy,,,0.5008
66,REQ_290,VNF_5->VNF_6->VNF_2,5,5,0,85.0000,60.0000,85.0000,85.0000,52.0000,85.0000,7,13,0.1518,0.0500,0.2024,15,3.00,True,False,True,smart_greedy,,,0.4836
67,REQ_294,VNF_4->VNF_1->VNF_8,5,5,0,120.0000,50.0000,45.0000,120.0000,45.0000,45.0000,4,9,0.3750,0.0625,0.1875,10,2.00,True,False,True,smart_greedy,,,0.4629
68,REQ_297,VNF_2->VNF_1->VNF_4,5,5,0,170.0000,104.0000,120.0000,170.0000,88.0000,120.0000,5,11,0.4250,0.1000,0.4000,13,2.60,True,False,True,smart_greedy,,,0.4719
