time_step,request_id,vnf_chain,total_destinations,destinations_connected,destinations_failed,total_cpu_consumed,total_bw_consumed,total_mem_consumed,actual_cpu_used,actual_bw_used,actual_mem_used,num_used_nodes,num_used_links,avg_cpu_util_per_node,avg_bw_util_per_link,avg_mem_util_per_node,total_hops,avg_hops_per_dest,fully_deployed,partial_deployed,backup_used,backup_levels,failed_nodes,failure_reasons,deployment_time
2,REQ_1,VNF_6->VNF_3->VNF_5,5,5,0,115.0000,70.0000,155.0000,115.0000,70.0000,155.0000,4,10,0.3594,0.0875,0.6458,10,2.00,True,False,False,,,,0.3866
4,REQ_8,VNF_6->VNF_2->VNF_3,5,5,0,135.0000,70.0000,155.0000,135.0000,70.0000,155.0000,4,10,0.4219,0.0875,0.6458,10,2.00,True,False,False,,,,0.0201
7,REQ_22,VNF_8->VNF_1->VNF_2,5,5,0,135.0000,50.0000,65.0000,135.0000,50.0000,65.0000,3,10,0.5625,0.0625,0.3611,10,2.00,True,False,False,,,,0.0250
9,REQ_27,VNF_5->VNF_4->VNF_2,5,5,0,80.0000,45.0000,115.0000,80.0000,45.0000,115.0000,4,9,0.2500,0.0625,0.4792,9,1.80,True,False,False,,,,0.0236
10,REQ_32,VNF_3->VNF_8->VNF_5,5,5,0,115.0000,84.0000,150.0000,115.0000,84.0000,150.0000,4,12,0.3594,0.0875,0.6250,12,2.40,True,False,False,,,,0.0250
11,REQ_38,VNF_1->VNF_8->VNF_5,5,5,0,125.0000,65.0000,65.0000,125.0000,65.0000,65.0000,4,13,0.3906,0.0625,0.2708,13,2.60,True,False,False,,,,0.0235
12,REQ_42,VNF_6->VNF_5->VNF_2,5,5,0,145.0000,98.0000,145.0000,145.0000,98.0000,145.0000,3,14,0.6042,0.0875,0.8056,14,2.80,True,False,False,,,,0.6801
13,REQ_48,VNF_6->VNF_1->VNF_5,5,5,0,185.0000,80.0000,110.0000,185.0000,80.0000,110.0000,4,10,0.5781,0.1000,0.4583,10,2.00,True,False,False,,,,0.3292
14,REQ_51,VNF_4->VNF_7->VNF_2,5,5,0,100.0000,52.0000,70.0000,100.0000,52.0000,70.0000,6,13,0.2083,0.0500,0.1944,13,2.60,True,False,True,resource_aware,,,0.3079
15,REQ_55,VNF_3->VNF_6->VNF_8,5,5,0,110.0000,65.0000,85.0000,110.0000,65.0000,85.0000,4,13,0.3438,0.0625,0.3542,13,2.60,True,False,False,,,,0.2698
16,REQ_61,VNF_5->VNF_2->VNF_4,5,5,0,65.0000,48.0000,90.0000,65.0000,48.0000,90.0000,4,12,0.2031,0.0500,0.3750,12,2.40,True,False,False,,,,0.2824
17,REQ_66,VNF_6->VNF_1->VNF_2,5,5,0,105.0000,60.0000,55.0000,105.0000,60.0000,55.0000,4,15,0.3281,0.0500,0.2292,15,3.00,True,False,False,,,,0.2836
20,REQ_85,VNF_2->VNF_6->VNF_8,5,5,0,130.0000,70.0000,80.0000,130.0000,70.0000,80.0000,3,14,0.5417,0.0625,0.4444,14,2.80,True,False,False,,,,0.2860
21,REQ_89,VNF_5->VNF_8->VNF_2,5,5,0,125.0000,78.0000,125.0000,125.0000,78.0000,125.0000,3,13,0.5208,0.0750,0.6944,13,2.60,True,False,False,,,,0.2708
