request_id,vnf_chain,total_destinations,destinations_connected,destinations_failed,cpu_consumed,bw_consumed,mem_consumed,total_hops,avg_hops_per_dest,fully_deployed,partial_deployed,backup_used,backup_levels,failed_nodes,failure_reasons,deployment_time
REQ_193,VNF_3->VNF_2->VNF_5,5,5,0,72.0000,60.0000,132.0000,15,3.00,True,False,True,resource_aware,,,0.4438
REQ_196,VNF_3->VNF_1->VNF_7,5,5,0,135.0000,65.0000,70.0000,13,2.60,True,False,True,resource_aware,,,0.4386
REQ_202,VNF_1->VNF_3->VNF_5,5,5,0,136.0000,112.0000,158.6667,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4472
REQ_205,VNF_7->VNF_3->VNF_5,5,5,0,96.3333,48.0000,102.0000,12,2.40,True,False,True,resource_aware,,,0.4402
REQ_208,VNF_7->VNF_4->VNF_5,5,5,0,108.0000,48.0000,84.0000,12,2.40,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4386
REQ_212,VNF_4->VNF_8->VNF_3,5,5,0,140.0000,60.0000,154.0000,10,2.00,True,False,True,"resource_aware,resource_aware",,,0.4445
REQ_217,VNF_5->VNF_7->VNF_2,5,5,0,147.0000,52.0000,119.0000,13,2.60,True,False,False,,,,0.4442
REQ_224,VNF_5->VNF_4->VNF_8,5,5,0,140.0000,84.0000,140.0000,14,2.80,True,False,True,resource_aware,,,0.4489
REQ_229,VNF_4->VNF_6->VNF_8,5,5,0,192.0000,52.0000,96.0000,13,2.60,True,False,True,resource_aware,,,0.4353
REQ_233,VNF_7->VNF_1->VNF_8,5,5,0,283.3333,75.0000,58.3333,15,3.00,True,False,True,"smart_greedy,resource_aware",,,0.4390
REQ_236,VNF_6->VNF_2->VNF_3,5,5,0,162.0000,91.0000,186.0000,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.7203
REQ_241,VNF_6->VNF_2->VNF_3,5,5,0,192.0000,112.0000,216.0000,14,2.80,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4642
REQ_243,VNF_3->VNF_5->VNF_6,5,5,0,153.3333,102.0000,207.0000,17,3.40,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4488
REQ_246,VNF_1->VNF_6->VNF_8,5,5,0,213.3333,140.0000,58.6667,20,4.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4461
REQ_253,VNF_6->VNF_8->VNF_1,5,5,0,164.3333,75.0000,45.3333,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4461
REQ_254,VNF_5->VNF_1->VNF_3,5,5,0,79.3333,48.0000,90.6667,12,2.40,True,False,True,resource_aware,,,0.4468
REQ_258,VNF_5->VNF_8->VNF_7,5,5,0,228.0000,133.0000,126.0000,19,3.80,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4541
REQ_265,VNF_5->VNF_1->VNF_3,5,5,0,119.0000,108.0000,141.6667,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.4410
REQ_269,VNF_7->VNF_5->VNF_6,5,5,0,256.0000,78.0000,152.0000,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4607
REQ_274,VNF_8->VNF_6->VNF_1,5,5,0,283.3333,96.0000,83.3333,16,3.20,True,False,True,"smart_greedy,resource_aware",,,0.4559
REQ_278,VNF_6->VNF_3->VNF_4,5,5,0,130.3333,133.0000,147.3333,19,3.80,True,False,True,"resource_aware,resource_aware",,,0.4437
REQ_283,VNF_7->VNF_2->VNF_5,5,5,0,232.3333,120.0000,187.0000,15,3.00,True,False,True,"smart_greedy,smart_greedy,resource_aware,resource_aware",,,0.4519
REQ_290,VNF_5->VNF_6->VNF_2,5,5,0,130.3333,48.0000,130.3333,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.4682
REQ_294,VNF_4->VNF_1->VNF_8,5,5,0,136.0000,60.0000,51.0000,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.5127
REQ_297,VNF_2->VNF_1->VNF_4,5,5,0,215.3333,120.0000,152.0000,15,3.00,True,False,True,resource_aware,,,0.4446
REQ_303,VNF_7->VNF_6->VNF_3,5,5,0,276.0000,91.0000,184.0000,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.4460
REQ_311,VNF_6->VNF_7->VNF_8,5,5,0,253.0000,65.0000,76.6667,13,2.60,True,False,True,resource_aware,,,0.4573
REQ_314,VNF_8->VNF_6->VNF_4,5,5,0,320.6667,136.0000,164.6667,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4447
REQ_318,VNF_7->VNF_2->VNF_3,5,5,0,128.0000,85.0000,117.3333,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4471
REQ_324,VNF_1->VNF_7->VNF_6,5,5,0,221.0000,90.0000,56.6667,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4498
REQ_325,VNF_3->VNF_2->VNF_5,5,5,0,120.0000,112.0000,228.0000,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4779
REQ_330,VNF_2->VNF_7->VNF_5,5,5,0,140.0000,68.0000,113.3333,17,3.40,True,False,True,"resource_aware,resource_aware",,,0.4519
REQ_337,VNF_2->VNF_3->VNF_8,5,5,0,181.3333,80.0000,198.3333,10,2.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4451
REQ_339,VNF_6->VNF_7->VNF_4,5,5,0,126.0000,56.0000,60.0000,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.4488
REQ_346,VNF_6->VNF_4->VNF_3,5,5,0,216.0000,128.0000,240.0000,16,3.20,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4541
REQ_349,VNF_8->VNF_1->VNF_6,5,5,0,266.6667,98.0000,73.3333,14,2.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4523
REQ_353,VNF_2->VNF_4->VNF_5,5,5,0,147.3333,152.0000,204.0000,19,3.80,True,False,True,"resource_aware,resource_aware",,,0.4432
REQ_357,VNF_3->VNF_8->VNF_2,5,5,0,135.0000,84.0000,150.0000,12,2.40,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4568
REQ_361,VNF_6->VNF_7->VNF_2,5,5,0,144.0000,72.0000,78.0000,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.4807
REQ_366,VNF_2->VNF_6->VNF_8,5,5,0,264.0000,84.0000,154.0000,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.4631
REQ_371,VNF_6->VNF_5->VNF_2,5,5,0,175.0000,78.0000,175.0000,13,2.60,True,False,False,,,,0.4546
REQ_375,VNF_3->VNF_4->VNF_7,5,5,0,192.6667,152.0000,164.3333,19,3.80,True,False,True,"resource_aware,resource_aware",,,0.4491
REQ_377,VNF_7->VNF_1->VNF_4,5,5,0,253.0000,108.0000,92.0000,18,3.60,True,False,True,resource_aware,,,0.4764
REQ_379,VNF_4->VNF_1->VNF_8,5,5,0,168.0000,60.0000,63.0000,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.4772
REQ_382,VNF_7->VNF_3->VNF_2,5,5,0,145.0000,102.0000,130.0000,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.5188
REQ_388,VNF_6->VNF_3->VNF_2,5,5,0,168.0000,96.0000,182.0000,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4720
REQ_396,VNF_4->VNF_7->VNF_6,5,5,0,253.3333,98.0000,113.3333,14,2.80,True,False,True,resource_aware,,,0.4710
REQ_398,VNF_3->VNF_5->VNF_4,5,5,0,164.6667,120.0000,329.3333,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.4783
REQ_404,VNF_4->VNF_3->VNF_6,5,5,0,153.0000,152.0000,170.0000,19,3.80,True,False,True,"resource_aware,resource_aware",,,0.4689
REQ_407,VNF_3->VNF_4->VNF_1,5,5,0,144.0000,112.0000,138.0000,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4812
REQ_413,VNF_7->VNF_5->VNF_6,5,5,0,277.3333,96.0000,164.6667,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.5517
REQ_420,VNF_8->VNF_7->VNF_6,5,5,0,228.0000,114.0000,72.0000,19,3.80,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.5266
REQ_424,VNF_3->VNF_2->VNF_5,5,5,0,100.0000,36.0000,183.3333,9,1.80,True,False,True,"resource_aware,resource_aware",,,0.4710
REQ_431,VNF_7->VNF_3->VNF_1,5,5,0,181.3333,120.0000,102.0000,20,4.00,True,False,True,"resource_aware,resource_aware",,,0.4761
REQ_435,VNF_3->VNF_7->VNF_8,5,5,0,312.0000,70.0000,199.3333,10,2.00,True,False,True,smart_greedy,,,0.4803
REQ_439,VNF_7->VNF_2->VNF_3,5,5,0,144.0000,60.0000,132.0000,12,2.40,True,False,True,resource_aware,,,0.4689
REQ_445,VNF_6->VNF_1->VNF_4,5,5,0,140.0000,90.0000,60.0000,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4638
REQ_448,VNF_6->VNF_3->VNF_4,5,5,0,153.3333,98.0000,173.3333,14,2.80,True,False,True,resource_aware,,,0.4767
REQ_456,VNF_2->VNF_7->VNF_8,5,5,0,252.0000,70.0000,126.0000,10,2.00,True,False,True,resource_aware,,,0.4918
REQ_460,VNF_7->VNF_2->VNF_8,5,5,0,175.0000,60.0000,84.0000,15,3.00,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4700
REQ_464,VNF_4->VNF_3->VNF_6,5,5,0,225.0000,88.0000,250.0000,11,2.20,True,False,True,resource_aware,,,0.4759
REQ_467,VNF_4->VNF_1->VNF_6,5,5,0,120.0000,60.0000,53.3333,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.4639
REQ_473,VNF_1->VNF_8->VNF_7,5,5,0,230.0000,112.0000,55.0000,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4715
REQ_476,VNF_4->VNF_6->VNF_2,5,5,0,213.3333,50.0000,192.0000,10,2.00,True,False,True,smart_greedy,,,0.4863
REQ_482,VNF_3->VNF_8->VNF_4,5,5,0,162.0000,80.0000,174.0000,10,2.00,True,False,True,"resource_aware,resource_aware",,,0.4729
REQ_486,VNF_4->VNF_2->VNF_3,5,5,0,99.0000,48.0000,171.0000,12,2.40,True,False,False,,,,0.4747
REQ_491,VNF_8->VNF_3->VNF_6,5,5,0,190.0000,112.0000,145.6667,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4708
REQ_494,VNF_8->VNF_5->VNF_4,5,5,0,283.3333,70.0000,260.6667,10,2.00,True,False,True,resource_aware,,,0.4639
REQ_500,VNF_8->VNF_7->VNF_3,5,5,0,207.0000,70.0000,122.6667,14,2.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4830
REQ_504,VNF_3->VNF_8->VNF_5,5,5,0,174.0000,70.0000,212.6667,14,2.80,True,False,True,"smart_greedy,resource_aware",,,0.5172
REQ_507,VNF_3->VNF_6->VNF_8,5,5,0,147.3333,36.0000,112.6667,9,1.80,True,False,True,smart_greedy,,,0.5279
REQ_512,VNF_3->VNF_4->VNF_7,5,5,0,122.6667,56.0000,115.0000,14,2.80,True,False,False,,,,0.4738
REQ_513,VNF_8->VNF_1->VNF_6,5,5,0,193.3333,70.0000,53.3333,14,2.80,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4828
REQ_515,VNF_7->VNF_3->VNF_5,5,5,0,168.6667,65.0000,168.6667,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.5143
REQ_523,VNF_3->VNF_4->VNF_8,5,5,0,207.0000,104.0000,222.3333,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4926
REQ_527,VNF_2->VNF_6->VNF_4,5,5,0,158.3333,96.0000,126.6667,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4858
REQ_530,VNF_6->VNF_7->VNF_8,5,5,0,231.0000,65.0000,70.0000,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4685
REQ_539,VNF_8->VNF_2->VNF_3,5,5,0,184.0000,84.0000,199.3333,14,2.80,True,False,True,"smart_greedy,resource_aware",,,0.5306
REQ_544,VNF_8->VNF_3->VNF_7,5,5,0,196.0000,56.0000,121.3333,14,2.80,True,False,True,"smart_greedy,resource_aware",,,0.5823
REQ_546,VNF_2->VNF_4->VNF_1,5,5,0,147.3333,96.0000,102.0000,16,3.20,True,False,True,resource_aware,,,0.4771
REQ_553,VNF_6->VNF_8->VNF_2,5,5,0,266.0000,128.0000,158.3333,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4769
REQ_558,VNF_8->VNF_7->VNF_6,5,5,0,260.0000,120.0000,80.0000,15,3.00,True,False,True,"smart_greedy,smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4709
REQ_561,VNF_5->VNF_6->VNF_8,5,5,0,259.0000,112.0000,175.0000,14,2.80,True,False,True,"smart_greedy,smart_greedy,resource_aware,resource_aware",,,0.4699
REQ_568,VNF_3->VNF_8->VNF_4,5,5,0,144.0000,112.0000,154.6667,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.4701
REQ_572,VNF_3->VNF_6->VNF_5,5,5,0,164.3333,80.0000,222.3333,16,3.20,True,False,True,"smart_greedy,resource_aware",,,0.4689
REQ_578,VNF_8->VNF_6->VNF_7,5,5,0,225.0000,56.0000,70.0000,8,1.60,True,False,True,"smart_greedy,smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4751
REQ_584,VNF_3->VNF_6->VNF_8,5,5,0,198.3333,128.0000,153.0000,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4647
REQ_588,VNF_3->VNF_2->VNF_5,5,5,0,106.6667,119.0000,202.6667,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4640
REQ_592,VNF_4->VNF_5->VNF_8,5,5,0,150.0000,105.0000,138.0000,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.4691
REQ_600,VNF_7->VNF_1->VNF_6,5,5,0,346.6667,128.0000,86.6667,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4643
REQ_603,VNF_2->VNF_8->VNF_5,5,5,0,114.0000,72.0000,101.3333,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.5010
REQ_604,VNF_6->VNF_7->VNF_3,5,5,0,237.6667,90.0000,153.3333,15,3.00,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4632
REQ_606,VNF_7->VNF_5->VNF_1,5,5,0,187.0000,102.0000,96.3333,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4670
REQ_609,VNF_8->VNF_4->VNF_3,5,5,0,140.0000,72.0000,154.0000,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.4707
REQ_616,VNF_3->VNF_6->VNF_2,5,5,0,136.0000,84.0000,147.3333,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.4622
REQ_622,VNF_8->VNF_6->VNF_1,5,5,0,226.6667,112.0000,62.3333,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4672
REQ_629,VNF_1->VNF_5->VNF_6,5,5,0,168.0000,75.0000,98.0000,15,3.00,True,False,True,resource_aware,,,0.4711
REQ_632,VNF_5->VNF_6->VNF_1,5,5,0,196.0000,84.0000,119.0000,14,2.80,True,False,True,resource_aware,,,0.4649
REQ_639,VNF_4->VNF_7->VNF_1,5,5,0,140.0000,90.0000,45.0000,18,3.60,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4671
REQ_642,VNF_4->VNF_7->VNF_6,5,5,0,252.0000,75.0000,112.0000,15,3.00,True,False,True,"smart_greedy,resource_aware",,,0.4717
REQ_646,VNF_1->VNF_6->VNF_5,5,5,0,145.6667,72.0000,84.3333,18,3.60,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4631
REQ_651,VNF_7->VNF_4->VNF_6,5,5,0,243.0000,65.0000,108.0000,13,2.60,True,False,False,,,,0.4958
REQ_656,VNF_8->VNF_4->VNF_1,5,5,0,152.0000,85.0000,57.0000,17,3.40,True,False,True,"resource_aware,resource_aware",,,0.4635
REQ_665,VNF_8->VNF_6->VNF_2,5,5,0,173.3333,70.0000,106.6667,14,2.80,True,False,True,resource_aware,,,0.4689
REQ_669,VNF_2->VNF_5->VNF_7,5,5,0,205.0000,64.0000,165.0000,8,1.60,True,False,True,"smart_greedy,smart_greedy,smart_greedy,smart_greedy,smart_greedy",,,0.4782
REQ_671,VNF_4->VNF_3->VNF_7,5,5,0,175.0000,90.0000,154.0000,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.5811
REQ_674,VNF_4->VNF_1->VNF_7,5,5,0,325.0000,98.0000,116.6667,14,2.80,True,False,True,"smart_greedy,resource_aware",,,0.5603
REQ_675,VNF_8->VNF_5->VNF_1,5,5,0,158.6667,114.0000,96.3333,19,3.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4763
REQ_682,VNF_6->VNF_8->VNF_1,5,5,0,122.6667,68.0000,32.0000,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4727
REQ_684,VNF_1->VNF_7->VNF_2,5,5,0,294.0000,120.0000,126.0000,15,3.00,True,False,True,"smart_greedy,smart_greedy,resource_aware,resource_aware",,,0.4762
REQ_688,VNF_3->VNF_6->VNF_7,5,5,0,237.6667,96.0000,153.3333,16,3.20,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.5100
REQ_693,VNF_1->VNF_2->VNF_5,5,5,0,180.0000,133.0000,156.0000,19,3.80,True,False,True,"resource_aware,resource_aware",,,0.4669
REQ_698,VNF_5->VNF_2->VNF_3,5,5,0,95.0000,55.0000,177.3333,11,2.20,True,False,True,resource_aware,,,0.4695
REQ_702,VNF_1->VNF_2->VNF_7,5,5,0,245.0000,64.0000,105.0000,8,1.60,True,False,True,"smart_greedy,smart_greedy,smart_greedy,smart_greedy,smart_greedy",,,0.4812
REQ_709,VNF_8->VNF_1->VNF_2,5,5,0,246.6667,84.0000,120.0000,12,2.40,True,False,True,"smart_greedy,resource_aware",,,0.4699
REQ_711,VNF_2->VNF_7->VNF_8,5,5,0,192.0000,84.0000,96.0000,14,2.80,True,False,True,"resource_aware,resource_aware",,,0.4731
REQ_714,VNF_2->VNF_7->VNF_3,5,5,0,176.0000,91.0000,165.3333,13,2.60,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4737
REQ_720,VNF_4->VNF_1->VNF_7,5,5,0,161.3333,68.0000,58.6667,17,3.40,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4688
REQ_725,VNF_7->VNF_3->VNF_2,5,5,0,220.0000,84.0000,206.6667,12,2.40,True,False,True,"smart_greedy,resource_aware",,,0.4699
REQ_732,VNF_7->VNF_2->VNF_5,5,5,0,119.0000,52.0000,96.3333,13,2.60,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4736
REQ_741,VNF_5->VNF_3->VNF_6,5,5,0,147.3333,75.0000,199.3333,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.4678
REQ_745,VNF_7->VNF_1->VNF_6,5,5,0,245.3333,70.0000,64.0000,10,2.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4730
REQ_751,VNF_8->VNF_4->VNF_3,5,5,0,100.0000,84.0000,110.0000,14,2.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4693
REQ_753,VNF_2->VNF_5->VNF_3,5,5,0,92.0000,84.0000,168.6667,21,4.20,True,False,True,"resource_aware,resource_aware",,,0.4653
REQ_758,VNF_5->VNF_8->VNF_7,5,5,0,220.0000,64.0000,120.0000,8,1.60,True,False,True,"smart_greedy,smart_greedy,smart_greedy,smart_greedy,smart_greedy",,,0.4703
REQ_761,VNF_7->VNF_4->VNF_3,5,5,0,90.6667,76.0000,85.0000,19,3.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4729
REQ_768,VNF_4->VNF_1->VNF_3,5,5,0,86.6667,44.0000,86.6667,11,2.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4739
REQ_777,VNF_4->VNF_3->VNF_7,5,5,0,212.6667,112.0000,190.6667,16,3.20,True,False,True,"resource_aware,resource_aware",,,0.4741
REQ_783,VNF_2->VNF_8->VNF_5,5,5,0,154.0000,50.0000,147.0000,10,2.00,True,False,True,"resource_aware,resource_aware",,,0.4723
REQ_792,VNF_4->VNF_1->VNF_3,5,5,0,153.0000,136.0000,147.3333,17,3.40,True,False,True,"smart_greedy,resource_aware,resource_aware,resource_aware",,,0.4707
REQ_799,VNF_6->VNF_1->VNF_5,5,5,0,283.6667,128.0000,168.6667,16,3.20,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.5054
REQ_801,VNF_4->VNF_6->VNF_1,5,5,0,320.6667,128.0000,138.6667,16,3.20,True,False,True,"smart_greedy,resource_aware",,,0.4691
REQ_806,VNF_1->VNF_3->VNF_5,5,5,0,107.3333,36.0000,122.6667,9,1.80,True,False,True,"smart_greedy,resource_aware",,,0.5784
REQ_810,VNF_7->VNF_2->VNF_3,5,5,0,152.0000,56.0000,144.0000,14,2.80,True,False,True,resource_aware,,,0.5230
REQ_816,VNF_4->VNF_5->VNF_2,5,5,0,117.3333,60.0000,168.6667,12,2.40,True,False,True,"resource_aware,resource_aware",,,0.4713
REQ_821,VNF_1->VNF_2->VNF_8,5,5,0,110.0000,60.0000,50.0000,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.4750
REQ_825,VNF_5->VNF_7->VNF_2,5,5,0,190.6667,65.0000,154.0000,13,2.60,True,False,True,"resource_aware,resource_aware",,,0.4651
REQ_829,VNF_7->VNF_1->VNF_2,5,5,0,243.6667,126.0000,107.6667,18,3.60,True,False,True,"resource_aware,resource_aware",,,0.4656
REQ_830,VNF_6->VNF_2->VNF_1,5,5,0,197.3333,105.0000,101.3333,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware,resource_aware",,,0.4732
REQ_835,VNF_5->VNF_2->VNF_1,5,5,0,130.0000,120.0000,115.0000,20,4.00,True,False,True,"resource_aware,resource_aware",,,0.4666
REQ_839,VNF_4->VNF_7->VNF_1,5,5,0,308.0000,120.0000,105.0000,15,3.00,True,False,True,"smart_greedy,resource_aware,resource_aware",,,0.4670
REQ_844,VNF_3->VNF_4->VNF_6,5,5,0,117.3333,80.0000,139.3333,16,3.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4701
REQ_850,VNF_2->VNF_1->VNF_3,5,5,0,96.0000,60.0000,96.0000,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4668
REQ_853,VNF_1->VNF_4->VNF_2,5,5,0,173.3333,66.0000,120.0000,11,2.20,True,False,True,resource_aware,,,0.4694
REQ_859,VNF_7->VNF_4->VNF_5,5,5,0,90.0000,76.0000,70.0000,19,3.80,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4767
REQ_863,VNF_7->VNF_8->VNF_1,5,5,0,247.0000,90.0000,63.3333,15,3.00,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4693
REQ_866,VNF_7->VNF_4->VNF_3,5,5,0,204.0000,128.0000,174.0000,16,3.20,True,False,True,"smart_greedy,smart_greedy,resource_aware,resource_aware",,,0.4785
REQ_870,VNF_5->VNF_4->VNF_8,5,5,0,95.0000,55.0000,85.0000,11,2.20,True,False,True,"resource_aware,resource_aware,resource_aware",,,0.4739
REQ_878,VNF_5->VNF_1->VNF_2,5,5,0,156.0000,48.0000,130.0000,12,2.40,True,False,False,,,,0.4737
REQ_880,VNF_8->VNF_2->VNF_4,5,5,0,145.0000,105.0000,115.0000,15,3.00,True,False,True,"resource_aware,resource_aware",,,0.4705
REQ_886,VNF_6->VNF_3->VNF_4,5,5,0,84.0000,52.0000,105.0000,13,2.60,True,False,True,resource_aware,,,0.5019
REQ_892,VNF_4->VNF_2->VNF_3,5,5,0,107.3333,85.0000,184.0000,17,3.40,True,False,True,"resource_aware,resource_aware",,,0.4702
REQ_900,VNF_7->VNF_5->VNF_1,5,5,0,260.0000,84.0000,126.6667,12,2.40,True,False,True,resource_aware,,,0.4721
