timestamp,request_id,cpu_utilization,bw_utilization,mem_utilization,num_used_nodes,num_used_links
2025-12-04T20:36:36.896851,REQ_1,0.0958,0.0875,0.1722,3,4
2025-12-04T20:36:36.897827,REQ_1,0.1917,0.0875,0.3444,3,5
2025-12-04T20:36:36.898803,REQ_1,0.2875,0.0875,0.5167,3,6
2025-12-04T20:36:36.898803,REQ_1,0.2875,0.0875,0.5167,4,9
2025-12-04T20:36:36.899807,REQ_1,0.3594,0.0875,0.6458,4,10
2025-12-04T20:36:36.958735,REQ_8,0.1125,0.0875,0.1722,3,4
2025-12-04T20:36:36.959711,REQ_8,0.2250,0.0875,0.3444,3,5
2025-12-04T20:36:36.959711,REQ_8,0.3375,0.0875,0.5167,3,8
2025-12-04T20:36:36.959711,REQ_8,0.4500,0.0875,0.6889,3,9
2025-12-04T20:36:36.960687,REQ_8,0.4219,0.0875,0.6458,4,11
2025-12-04T20:36:37.020519,REQ_22,0.1125,0.0625,0.0722,3,5
2025-12-04T20:36:37.020519,REQ_22,0.2250,0.0625,0.1444,3,6
2025-12-04T20:36:37.021495,REQ_22,0.3375,0.0625,0.2167,3,7
2025-12-04T20:36:37.021495,REQ_22,0.4500,0.0625,0.2889,3,8
2025-12-04T20:36:37.021495,REQ_22,0.5625,0.0625,0.3611,3,10
2025-12-04T20:36:37.095053,REQ_32,0.0958,0.0875,0.1667,3,2
2025-12-04T20:36:37.096034,REQ_32,0.1917,0.0875,0.3333,3,4
2025-12-04T20:36:37.096034,REQ_32,0.2875,0.0875,0.5000,3,7
2025-12-04T20:36:37.096034,REQ_32,0.3833,0.0875,0.6667,3,12
2025-12-04T20:36:37.097015,REQ_32,0.4792,0.0875,0.8333,3,13
2025-12-04T20:36:37.113677,REQ_38,0.1042,0.0625,0.0722,3,3
2025-12-04T20:36:37.114681,REQ_38,0.2083,0.0625,0.1444,3,4
2025-12-04T20:36:37.114681,REQ_38,0.3125,0.0625,0.2167,3,7
2025-12-04T20:36:37.114681,REQ_38,0.3125,0.0625,0.2167,4,9
2025-12-04T20:36:37.115662,REQ_38,0.3906,0.0625,0.2708,4,10
2025-12-04T20:36:37.130858,REQ_42,0.1208,0.0875,0.1611,3,4
2025-12-04T20:36:37.130858,REQ_42,0.2417,0.0875,0.3222,3,5
2025-12-04T20:36:37.131836,REQ_42,0.3625,0.0875,0.4833,3,7
2025-12-04T20:36:37.131836,REQ_42,0.4833,0.0875,0.6444,3,10
2025-12-04T20:36:37.132811,REQ_42,0.4531,0.0875,0.6042,4,11
2025-12-04T20:36:37.149975,REQ_48,0.1542,0.1000,0.1222,3,3
2025-12-04T20:36:37.150952,REQ_48,0.3083,0.1000,0.2444,3,6
2025-12-04T20:36:37.150952,REQ_48,0.4625,0.1000,0.3667,3,7
2025-12-04T20:36:37.151930,REQ_48,0.6167,0.1000,0.4889,3,8
2025-12-04T20:36:37.151930,REQ_48,0.5781,0.1000,0.4583,4,10
2025-12-04T20:36:37.189672,REQ_51,0.0833,0.0500,0.0778,3,5
2025-12-04T20:36:37.190649,REQ_51,0.1667,0.0500,0.1556,3,6
2025-12-04T20:36:37.191626,REQ_51,0.2500,0.0500,0.2333,3,7
2025-12-04T20:36:37.191626,REQ_51,0.3333,0.0500,0.3111,3,9
2025-12-04T20:36:37.192604,REQ_51,0.4167,0.0500,0.3889,3,10
2025-12-04T20:36:37.210786,REQ_55,0.0917,0.0625,0.0944,3,3
2025-12-04T20:36:37.210786,REQ_55,0.1833,0.0625,0.1889,3,4
2025-12-04T20:36:37.210786,REQ_55,0.2750,0.0625,0.2833,3,7
2025-12-04T20:36:37.211758,REQ_55,0.2750,0.0625,0.2833,4,9
2025-12-04T20:36:37.212736,REQ_55,0.3438,0.0625,0.3542,4,10
2025-12-04T20:36:37.230894,REQ_61,0.0542,0.0500,0.1000,3,5
2025-12-04T20:36:37.230894,REQ_61,0.1083,0.0500,0.2000,3,6
2025-12-04T20:36:37.231870,REQ_61,0.1625,0.0500,0.3000,3,7
2025-12-04T20:36:37.231870,REQ_61,0.2167,0.0500,0.4000,3,9
2025-12-04T20:36:37.232849,REQ_61,0.2708,0.0500,0.5000,3,11
2025-12-04T20:36:37.249514,REQ_66,0.0875,0.0500,0.0611,3,3
2025-12-04T20:36:37.249514,REQ_66,0.1313,0.0500,0.0917,4,6
2025-12-04T20:36:37.250489,REQ_66,0.1969,0.0500,0.1375,4,7
2025-12-04T20:36:37.250489,REQ_66,0.2625,0.0500,0.1833,4,12
2025-12-04T20:36:37.250489,REQ_66,0.3281,0.0500,0.2292,4,14
2025-12-04T20:36:37.330609,REQ_85,0.1083,0.0625,0.0889,3,4
2025-12-04T20:36:37.330609,REQ_85,0.2167,0.0625,0.1778,3,5
2025-12-04T20:36:37.331586,REQ_85,0.3250,0.0625,0.2667,3,6
2025-12-04T20:36:37.331586,REQ_85,0.3250,0.0625,0.2667,4,11
2025-12-04T20:36:37.331586,REQ_85,0.4062,0.0625,0.3333,4,14
2025-12-04T20:36:37.462927,REQ_111,0.1542,0.1000,0.1056,3,2
2025-12-04T20:36:37.462927,REQ_111,0.3083,0.1000,0.2111,3,3
2025-12-04T20:36:37.463905,REQ_111,0.3469,0.1000,0.2375,4,8
2025-12-04T20:36:37.463905,REQ_111,0.4625,0.1000,0.3167,4,9
2025-12-04T20:36:37.463905,REQ_111,0.5781,0.1000,0.3958,4,10
2025-12-04T20:36:37.482079,REQ_116,0.1500,0.0750,0.1000,3,3
2025-12-04T20:36:37.483054,REQ_116,0.2250,0.0750,0.1500,4,5
2025-12-04T20:36:37.483054,REQ_116,0.3375,0.0750,0.2250,4,7
2025-12-04T20:36:37.483054,REQ_116,0.4500,0.0750,0.3000,4,9
2025-12-04T20:36:37.484028,REQ_116,0.5625,0.0750,0.3750,4,10
2025-12-04T20:36:37.527693,REQ_123,0.1000,0.0625,0.0889,3,2
2025-12-04T20:36:37.528027,REQ_123,0.2000,0.0625,0.1778,3,4
2025-12-04T20:36:37.528531,REQ_123,0.3000,0.0625,0.2667,3,5
2025-12-04T20:36:37.528531,REQ_123,0.3000,0.0625,0.2667,4,8
2025-12-04T20:36:37.528531,REQ_123,0.3750,0.0625,0.3333,4,12
2025-12-04T20:36:37.547654,REQ_127,0.0958,0.0625,0.0778,3,3
2025-12-04T20:36:37.548631,REQ_127,0.1917,0.0625,0.1556,3,4
2025-12-04T20:36:37.548631,REQ_127,0.2875,0.0625,0.2333,3,8
2025-12-04T20:36:37.549608,REQ_127,0.2875,0.0625,0.2333,4,10
2025-12-04T20:36:37.549608,REQ_127,0.3594,0.0625,0.2917,4,11
2025-12-04T20:36:37.571657,REQ_131,0.0833,0.0875,0.2111,3,4
2025-12-04T20:36:37.572634,REQ_131,0.1667,0.0875,0.4222,3,5
2025-12-04T20:36:37.572634,REQ_131,0.2500,0.0875,0.6333,3,6
2025-12-04T20:36:37.572634,REQ_131,0.3333,0.0875,0.8444,3,7
2025-12-04T20:36:37.573610,REQ_131,0.3125,0.0875,0.7917,4,10
2025-12-04T20:36:37.591759,REQ_138,0.1375,0.0875,0.0778,3,2
2025-12-04T20:36:37.592736,REQ_138,0.2750,0.0875,0.1556,3,4
2025-12-04T20:36:37.592736,REQ_138,0.4125,0.0875,0.2333,3,7
2025-12-04T20:36:37.608564,REQ_146,0.4875,0.0875,0.2333,1,2
2025-12-04T20:36:37.611502,REQ_146,0.4875,0.0875,0.2333,2,5
2025-12-04T20:36:37.613455,REQ_146,0.4875,0.0875,0.2333,3,11
2025-12-04T20:36:37.616933,REQ_146,0.6500,0.0875,0.3111,3,12
2025-12-04T20:36:37.618885,REQ_146,0.6094,0.0875,0.2917,4,12
2025-12-04T20:36:37.621815,REQ_150,0.0667,0.0625,0.1056,3,6
2025-12-04T20:36:37.624769,REQ_150,0.1333,0.0625,0.2111,3,7
2025-12-04T20:36:37.627708,REQ_150,0.2000,0.0625,0.3167,3,9
2025-12-04T20:36:37.629662,REQ_150,0.2667,0.0625,0.4222,3,11
2025-12-04T20:36:37.632590,REQ_150,0.2000,0.0625,0.3167,5,11
2025-12-04T20:36:37.635688,REQ_156,0.1125,0.0625,0.0778,3,3
2025-12-04T20:36:37.637646,REQ_156,0.2250,0.0625,0.1556,3,4
2025-12-04T20:36:37.639602,REQ_156,0.3375,0.0625,0.2333,3,7
2025-12-04T20:36:37.642733,REQ_156,0.2700,0.0625,0.1867,5,9
2025-12-04T20:36:37.643711,REQ_156,0.3375,0.0625,0.2333,5,9
2025-12-04T20:36:37.647655,REQ_159,0.2250,0.0500,0.2667,1,2
2025-12-04T20:36:37.649607,REQ_159,0.2250,0.0500,0.2667,2,4
2025-12-04T20:36:37.652536,REQ_159,0.3375,0.0500,0.4000,2,7
2025-12-04T20:36:37.655020,REQ_159,0.4500,0.0500,0.5333,2,10
2025-12-04T20:36:37.656982,REQ_159,0.3750,0.0500,0.4444,3,12
2025-12-04T20:36:37.660251,REQ_165,0.4625,0.1000,0.4167,1,2
2025-12-04T20:36:37.662716,REQ_165,0.3083,0.1000,0.2778,3,4
2025-12-04T20:36:37.664699,REQ_165,0.3469,0.1000,0.3125,4,8
2025-12-04T20:36:37.666659,REQ_165,0.3700,0.1000,0.3333,5,9
2025-12-04T20:36:37.668612,REQ_165,0.4625,0.1000,0.4167,5,12
2025-12-04T20:36:37.671542,REQ_170,0.2875,0.0625,0.2333,1,1
2025-12-04T20:36:37.673495,REQ_170,0.5750,0.0625,0.4667,1,5
2025-12-04T20:36:37.675984,REQ_170,0.2875,0.0625,0.2333,3,7
2025-12-04T20:36:37.677941,REQ_170,0.3833,0.0625,0.3111,3,10
2025-12-04T20:36:37.679894,REQ_170,0.4792,0.0625,0.3889,3,11
